"PASSENGERS","UNIQUE_CARRIER","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST",
61.00,"3BQ",10371,"ASD",11827,"FXE",
61.00,"04Q",10444,"AXA",14843,"SJU",
61.00,"YX",13930,"ORD",16271,"YYZ",
62.00,"AC",11066,"CMH",16217,"YUL",
62.00,"AC",16217,"YUL",11066,"CMH",
62.00,"AM",13252,"MEX",14027,"PBI",
62.00,"2LQ",13746,"NSB",11697,"FLL",
62.00,"DL",10397,"ATL",13694,"NGO",
63.00,"OO",13930,"ORD",10638,"BJX",
63.00,"DL",14107,"PHX",13252,"MEX",
63.00,"04Q",10444,"AXA",14843,"SJU",
63.00,"YX",16271,"YYZ",13930,"ORD",
63.00,"UA",14107,"PHX",16217,"YUL",
63.00,"G7",16271,"YYZ",13930,"ORD",
63.00,"VB",11032,"CUN",11057,"CLT",
63.00,"G4",11193,"CVG",14293,"PUJ",
63.00,"X9",13966,"OTP",12264,"IAD",
63.00,"OO",14747,"SEA",16042,"YEG",
64.00,"DL",16271,"YYZ",14683,"SAT",
64.00,"UA",16229,"YVR",13871,"OMA",
64.00,"GL",14307,"PVD",14312,"PVR",
64.00,"UA",11618,"EWR",16271,"YYZ",
64.00,"UA",16217,"YUL",13342,"MKE",
64.00,"04Q",14843,"SJU",13654,"NEV",
64.00,"1BQ",13303,"MIA",11075,"CMW",
64.00,"3BQ",10916,"CCZ",11827,"FXE",
65.00,"DL",12892,"LAX",15258,"TLV",
65.00,"DL",13518,"MUC",11996,"GSP",
65.00,"DL",16229,"YVR",12892,"LAX",
65.00,"DL",16271,"YYZ",11433,"DTW",
65.00,"DL",13252,"MEX",14107,"PHX",
65.00,"KV",12266,"IAH",16271,"YYZ",
65.00,"AM",12986,"LIM",12892,"LAX",
65.00,"04Q",14843,"SJU",10444,"AXA",
66.00,"B6",10721,"BOS",11185,"CUR",
66.00,"DL",12173,"HNL",13408,"MNL",
66.00,"UA",12173,"HNL",12798,"KSA",
66.00,"YX",13930,"ORD",16271,"YYZ",
66.00,"3SD",14843,"SJU",14278,"PTP",
67.00,"04Q",10444,"AXA",14843,"SJU",
67.00,"5Y",14228,"PPT",12892,"LAX",
67.00,"9E",16217,"YUL",13487,"MSP",
68.00,"GL",14293,"PUJ",13303,"MIA",
68.00,"2TQ",15147,"TCB",14761,"SFB",
68.00,"3BQ",11827,"FXE",10371,"ASD",
68.00,"FJ",12173,"HNL",11216,"CXI",
69.00,"X9",13966,"OTP",12264,"IAD",
69.00,"QK",14869,"SLC",16229,"YVR",
70.00,"AC",16217,"YUL",11298,"DFW",
70.00,"OO",16229,"YVR",14771,"SFO",
70.00,"YX",11618,"EWR",16149,"YOW",
71.00,"SK",10721,"BOS",11118,"CPH",
71.00,"UA",12016,"GUM",12845,"KWA",
71.00,"DL",13518,"MUC",11996,"GSP",
71.00,"2TQ",14761,"SFB",15147,"TCB",
71.00,"YV",14879,"SLP",14683,"SAT",
71.00,"UA",16271,"YYZ",14908,"SNA",
71.00,"04Q",13654,"NEV",14843,"SJU",
72.00,"2LQ",11697,"FLL",11911,"GHC",
72.00,"AF",13303,"MIA",11654,"FDF",
72.00,"5D",13252,"MEX",13204,"MCO",
72.00,"LY",15258,"TLV",10172,"ADW",
72.00,"UA",16229,"YVR",11193,"CVG",
72.00,"AC",14112,"PIE",16217,"YUL",
72.00,"2LQ",11697,"FLL",11911,"GHC",
73.00,"3BQ",11827,"FXE",10371,"ASD",
73.00,"KV",13930,"ORD",16271,"YYZ",
73.00,"3SD",14843,"SJU",14278,"PTP",
74.00,"NK",13204,"MCO",13180,"MBJ",
74.00,"DL",12972,"LHR",11298,"DFW",
74.00,"2LQ",11223,"CXY",11697,"FLL",
75.00,"5D",13204,"MCO",13252,"MEX",
75.00,"DL",15022,"STR",10599,"BHM",
75.00,"VB",10693,"BNA",11032,"CUN",
75.00,"NK",10721,"BOS",11032,"CUN",
75.00,"YX",16271,"YYZ",13930,"ORD",
75.00,"5D",13252,"MEX",13204,"MCO",
75.00,"KV",16271,"YYZ",14492,"RDU",
75.00,"B6",10994,"CHS",12073,"HAV",
75.00,"YX",16149,"YOW",11618,"EWR",
76.00,"FI",10821,"BWI",12651,"KEF",
76.00,"OO",14771,"SFO",16229,"YVR",
76.00,"1BQ",12478,"JFK",10911,"CCS",
76.00,"KV",12953,"LGA",16271,"YYZ",
76.00,"AAT",11519,"EIS",14843,"SJU",
76.00,"YX",14637,"RTB",13303,"MIA",
77.00,"WL",13303,"MIA",11907,"GGT",
77.00,"QK",10792,"BUF",16271,"YYZ",
77.00,"WL",11907,"GGT",13303,"MIA",
77.00,"DL",13694,"NGO",10397,"ATL",
78.00,"DL",15022,"STR",10599,"BHM",
78.00,"AF",13303,"MIA",11654,"FDF",
79.00,"AF",11654,"FDF",13303,"MIA",
79.00,"DL",11298,"DFW",12972,"LHR",
79.00,"2LQ",11911,"GHC",11697,"FLL",
79.00,"AM",12892,"LAX",13252,"MEX",
80.00,"UA",12016,"GUM",12798,"KSA",
80.00,"5D",13252,"MEX",13204,"MCO",
80.00,"F9",14293,"PUJ",11292,"DEN",
80.00,"DL",16229,"YVR",14747,"SEA",
80.00,"DL",14492,"RDU",13744,"NRT",
81.00,"DL",14869,"SLC",12169,"HND",
82.00,"AD",15567,"VCP",11697,"FLL",
82.00,"2LQ",11697,"FLL",13746,"NSB",
82.00,"DL",16271,"YYZ",11057,"CLT",
82.00,"UA",12016,"GUM",12798,"KSA",
82.00,"UA",12845,"KWA",12016,"GUM",
82.00,"FJ",12173,"HNL",11216,"CXI",
83.00,"VB",10693,"BNA",11032,"CUN",
83.00,"2TQ",13289,"MHH",14761,"SFB",
83.00,"UP",13605,"NAS",10821,"BWI",
83.00,"DL",13408,"MNL",12173,"HNL",
83.00,"UA",12016,"GUM",12798,"KSA",
84.00,"3BQ",15417,"TZN",11827,"FXE",
84.00,"3SD",14843,"SJU",11372,"DOM",
84.00,"UA",12798,"KSA",12016,"GUM",
85.00,"UP",10821,"BWI",13605,"NAS",
85.00,"B6",15084,"SXM",11618,"EWR",
86.00,"DL",12972,"LHR",11298,"DFW",
86.00,"UA",16271,"YYZ",14908,"SNA",
87.00,"GL",14122,"PIT",16217,"YUL",
87.00,"UP",13605,"NAS",13930,"ORD",
87.00,"UA",12798,"KSA",12173,"HNL",
87.00,"AAT",14849,"SKB",15027,"STX",
87.00,"3BQ",11827,"FXE",14682,"SAQ",
87.00,"SEB",14843,"SJU",13654,"NEV",
87.00,"5D",13514,"MTY",13204,"MCO",
88.00,"D8",15070,"SWF",11118,"CPH",
88.00,"D8",14278,"PTP",15070,"SWF",
88.00,"FJ",10338,"APW",12173,"HNL",
88.00,"UP",13605,"NAS",10397,"ATL",
88.00,"5D",13204,"MCO",13252,"MEX",
88.00,"UP",13930,"ORD",13605,"NAS",
88.00,"DL",11760,"FRA",13487,"MSP",
89.00,"VB",11032,"CUN",10693,"BNA",
89.00,"DL",12892,"LAX",13744,"NRT",
89.00,"AC",16232,"YWG",10693,"BNA",
89.00,"YX",14637,"RTB",13303,"MIA",
89.00,"B6",13204,"MCO",15013,"STI",
89.00,"DL",14492,"RDU",13744,"NRT",
89.00,"SEB",13654,"NEV",14843,"SJU",
89.00,"DL",10397,"ATL",13694,"NGO",
90.00,"3BQ",10371,"ASD",11827,"FXE",
90.00,"DL",16271,"YYZ",11042,"CLE",
90.00,"DL",12892,"LAX",15258,"TLV",
90.00,"DL",13744,"NRT",14492,"RDU",
90.00,"X9",11487,"EDF",13954,"OSN",
91.00,"GL",14849,"SKB",11042,"CLE",
91.00,"LY",10172,"ADW",15258,"TLV",
92.00,"UP",13605,"NAS",14112,"PIE",
92.00,"AAT",11519,"EIS",14843,"SJU",
92.00,"5D",13252,"MEX",14869,"SLC",
92.00,"GL",13342,"MKE",16173,"YQR",
92.00,"3BQ",11827,"FXE",10916,"CCZ",
92.00,"DL",16271,"YYZ",11618,"EWR",
93.00,"R0",11215,"CXH",13002,"LKE",
93.00,"VB",13514,"MTY",12892,"LAX",
94.00,"UA",12016,"GUM",12845,"KWA",
94.00,"FJ",10338,"APW",12173,"HNL",
94.00,"DL",13744,"NRT",14492,"RDU",
94.00,"UA",12798,"KSA",12016,"GUM",
95.00,"RV",12892,"LAX",16229,"YVR",
95.00,"PD",13577,"MYR",16215,"YTZ",
95.00,"5D",13204,"MCO",13514,"MTY",
95.00,"AC",16232,"YWG",11292,"DEN",
95.00,"UA",12798,"KSA",12173,"HNL",
96.00,"UP",14112,"PIE",13605,"NAS",
96.00,"3BQ",10916,"CCZ",11827,"FXE",
96.00,"B6",13252,"MEX",13303,"MIA",
96.00,"DL",16271,"YYZ",11618,"EWR",
96.00,"3BQ",10371,"ASD",11827,"FXE",
96.00,"YV",14107,"PHX",16304,"ZIH",
97.00,"3M",11534,"ELH",13204,"MCO",
97.00,"DL",13487,"MSP",14309,"PVG",
98.00,"2LQ",11697,"FLL",11911,"GHC",
98.00,"DL",12972,"LHR",11298,"DFW",
99.00,"AD",10545,"BEL",13204,"MCO",
99.00,"F9",14293,"PUJ",11292,"DEN",
99.00,"UP",10397,"ATL",13605,"NAS",
100.00,"3M",15304,"TPA",13289,"MHH",
100.00,"5D",15632,"VSA",12266,"IAH",
100.00,"DL",11760,"FRA",13487,"MSP",
100.00,"DL",11298,"DFW",12972,"LHR",
101.00,"UA",14100,"PHL",16229,"YVR",
101.00,"5D",13252,"MEX",14869,"SLC",
101.00,"DL",16271,"YYZ",13244,"MEM",
101.00,"DL",16271,"YYZ",14100,"PHL",
101.00,"GL",13303,"MIA",14293,"PUJ",
102.00,"AM",12266,"IAH",13252,"MEX",
102.00,"DL",13487,"MSP",11760,"FRA",
102.00,"2LQ",13746,"NSB",11697,"FLL",
102.00,"TS",13204,"MCO",16171,"YQM",
102.00,"WN",12191,"HOU",10411,"AUA",
102.00,"5D",15632,"VSA",12266,"IAH",
103.00,"DL",13408,"MNL",12173,"HNL",
103.00,"SEB",14843,"SJU",13654,"NEV",
103.00,"SEB",13654,"NEV",14843,"SJU",
104.00,"DL",11618,"EWR",16271,"YYZ",
104.00,"DL",16257,"YYC",13487,"MSP",
104.00,"DL",11433,"DTW",16271,"YYZ",
104.00,"G4",14207,"POP",14122,"PIT",
104.00,"2LQ",11911,"GHC",11697,"FLL",
104.00,"DL",16271,"YYZ",14275,"PTK",
105.00,"FJ",11216,"CXI",12173,"HNL",
105.00,"DL",16271,"YYZ",11618,"EWR",
106.00,"DL",16217,"YUL",10397,"ATL",
106.00,"UA",16257,"YYC",14635,"RSW",
106.00,"AM",12986,"LIM",12892,"LAX",
106.00,"DL",16271,"YYZ",13487,"MSP",
107.00,"UA",11618,"EWR",14210,"POS",
108.00,"AA",10244,"AKL",12173,"HNL",
108.00,"04Q",14692,"SBH",14843,"SJU",
108.00,"5D",12889,"LAS",13514,"MTY",
108.00,"HU",15910,"XIY",12892,"LAX",
108.00,"KAH",11215,"CXH",13002,"LKE",
108.00,"AF",11654,"FDF",13303,"MIA",
109.00,"R0",11215,"CXH",13002,"LKE",
109.00,"R0",13002,"LKE",11215,"CXH",
109.00,"DL",13694,"NGO",10397,"ATL",
110.00,"AC",16217,"YUL",12953,"LGA",
110.00,"DL",14869,"SLC",16257,"YYC",
110.00,"DL",16257,"YYC",14869,"SLC",
110.00,"UA",12016,"GUM",12845,"KWA",
110.00,"UA",12845,"KWA",12016,"GUM",
110.00,"DL",10397,"ATL",16217,"YUL",
110.00,"DL",13851,"OKC",16271,"YYZ",
110.00,"DL",16042,"YEG",13487,"MSP",
111.00,"GL",13303,"MIA",13166,"MAO",
111.00,"JL",14107,"PHX",13850,"OKA",
111.00,"SY",13605,"NAS",12451,"JAX",
112.00,"SY",12451,"JAX",13605,"NAS",
113.00,"R0",13002,"LKE",11215,"CXH",
113.00,"AC",16271,"YYZ",13495,"MSY",
113.00,"DL",10721,"BOS",16271,"YYZ",
114.00,"DL",12478,"JFK",14832,"SJD",
114.00,"2LQ",13746,"NSB",13439,"MPB",
114.00,"QK",11618,"EWR",16217,"YUL",
116.00,"AF",11298,"DFW",10920,"CDG",
116.00,"G7",16271,"YYZ",13930,"ORD",
116.00,"DL",10292,"AMS",11193,"CVG",
116.00,"5D",15632,"VSA",12266,"IAH",
117.00,"3M",13204,"MCO",11534,"ELH",
117.00,"AF",11654,"FDF",13303,"MIA",
118.00,"Y4",14832,"SJD",15016,"STL",
118.00,"JL",13744,"NRT",14107,"PHX",
118.00,"1BQ",13303,"MIA",14722,"SCU",
118.00,"DL",11433,"DTW",16271,"YYZ",
118.00,"KX",13303,"MIA",11225,"CYB",
118.00,"C5",16163,"YQB",11618,"EWR",
119.00,"Y4",12239,"HUX",15016,"STL",
119.00,"AC",13495,"MSY",16271,"YYZ",
119.00,"DL",15022,"STR",10599,"BHM",
120.00,"UA",13252,"MEX",10821,"BWI",
120.00,"DL",12892,"LAX",13744,"NRT",
121.00,"DL",13232,"MDW",16271,"YYZ",
121.00,"B6",11697,"FLL",12051,"GYE",
121.00,"WN",13180,"MBJ",10397,"ATL",
121.00,"GL",14849,"SKB",13303,"MIA",
122.00,"AA",11032,"CUN",10693,"BNA",
122.00,"AS",14747,"SEA",10846,"BZE",
123.00,"UA",12173,"HNL",12798,"KSA",
123.00,"KAH",13002,"LKE",11215,"CXH",
123.00,"SY",10590,"IFP",16257,"YYC",
124.00,"TR",12173,"HNL",14824,"SIN",
124.00,"AA",14107,"PHX",13594,"MZT",
124.00,"04Q",14843,"SJU",14692,"SBH",
124.00,"SY",10590,"IFP",16232,"YWG",
124.00,"AA",13930,"ORD",12010,"GUA",
124.00,"GL",14832,"SJD",10423,"AUS",
125.00,"3BQ",11827,"FXE",10371,"ASD",
125.00,"BA",12478,"JFK",14115,"PIK",
125.00,"UA",13930,"ORD",16304,"ZIH",
126.00,"TS",15304,"TPA",16217,"YUL",
126.00,"DL",13744,"NRT",12892,"LAX",
126.00,"2TQ",14761,"SFB",13289,"MHH",
126.00,"D8",15070,"SWF",14918,"SNN",
126.00,"TR",14824,"SIN",12173,"HNL",
126.00,"SY",16257,"YYC",12889,"LAS",
126.00,"GL",11032,"CUN",13342,"MKE",
126.00,"Y4",10140,"ABQ",11874,"GDL",
127.00,"R0",13002,"LKE",11215,"CXH",
127.00,"GL",13931,"ORF",14849,"SKB",
127.00,"VB",11032,"CUN",11066,"CMH",
127.00,"SY",10590,"IFP",16042,"YEG",
127.00,"GL",14849,"SKB",13931,"ORF",
128.00,"R0",11215,"CXH",13002,"LKE",
128.00,"GL",13342,"MKE",11032,"CUN",
128.00,"C5",11618,"EWR",16163,"YQB",
128.00,"WS",16268,"YYT",11697,"FLL",
128.00,"AA",13594,"MZT",14107,"PHX",
128.00,"2TQ",14761,"SFB",13289,"MHH",
128.00,"SY",16232,"YWG",10590,"IFP",
128.00,"GL",14952,"SPI",14849,"SKB",
128.00,"2LQ",13746,"NSB",11697,"FLL",
129.00,"MQ",13303,"MIA",11731,"FPO",
130.00,"DL",12173,"HNL",13408,"MNL",
130.00,"FJ",11216,"CXI",12173,"HNL",
130.00,"DL",14066,"PEK",12892,"LAX",
130.00,"SEB",13654,"NEV",14843,"SJU",
130.00,"2TQ",15147,"TCB",14761,"SFB",
130.00,"YV",16304,"ZIH",11298,"DFW",
131.00,"Y4",11874,"GDL",10140,"ABQ",
132.00,"3SD",14843,"SJU",11372,"DOM",
132.00,"SY",16042,"YEG",10590,"IFP",
132.00,"B6",11164,"CTG",10821,"BWI",
132.00,"SK",11118,"CPH",10721,"BOS",
133.00,"F9",11292,"DEN",14293,"PUJ",
133.00,"GL",11066,"CMH",14293,"PUJ",
133.00,"DL",10758,"BSB",13303,"MIA",
133.00,"DL",14309,"PVG",13204,"MCO",
133.00,"YV",16306,"ZLO",14107,"PHX",
134.00,"YX",13303,"MIA",12073,"HAV",
134.00,"UA",12173,"HNL",15237,"TKK",
135.00,"AS",14771,"SFO",14832,"SJD",
135.00,"G7",13930,"ORD",16271,"YYZ",
135.00,"DL",13043,"LOS",12266,"IAH",
135.00,"UA",12264,"IAD",12010,"GUA",
135.00,"9E",11433,"DTW",16217,"YUL",
135.00,"UP",13605,"NAS",12266,"IAH",
136.00,"FJ",12173,"HNL",10338,"APW",
136.00,"UA",13180,"MBJ",12264,"IAD",
136.00,"B6",14207,"POP",11697,"FLL",
136.00,"GL",13166,"MAO",13303,"MIA",
137.00,"AD",11697,"FLL",10545,"BEL",
137.00,"SY",16306,"ZLO",13487,"MSP",
137.00,"YV",12266,"IAH",13605,"NAS",
138.00,"YX",13303,"MIA",14637,"RTB",
138.00,"SY",11032,"CUN",13487,"MSP",
138.00,"AS",11032,"CUN",12892,"LAX",
138.00,"B6",11164,"CTG",13204,"MCO",
138.00,"04Q",14843,"SJU",14692,"SBH",
138.00,"DL",14309,"PVG",13204,"MCO",
139.00,"WN",11032,"CUN",14683,"SAT",
139.00,"B6",13204,"MCO",15013,"STI",
139.00,"WN",10411,"AUA",12191,"HOU",
140.00,"5D",12266,"IAH",15632,"VSA",
140.00,"Y4",10423,"AUS",11874,"GDL",
140.00,"GL",10411,"AUA",11259,"DAL",
141.00,"SEB",14843,"SJU",13654,"NEV",
141.00,"AC",14635,"RSW",16271,"YYZ",
141.00,"UA",12173,"HNL",14186,"PNI",
142.00,"JJ",12889,"LAS",11988,"GRU",
142.00,"SY",13487,"MSP",10411,"AUA",
142.00,"QK",16217,"YUL",10529,"BDL",
142.00,"CP",13594,"MZT",12892,"LAX",
142.00,"SY",10411,"AUA",13487,"MSP",
143.00,"GL",11259,"DAL",10411,"AUA",
143.00,"UP",12266,"IAH",13605,"NAS",
143.00,"AF",10884,"CAY",13303,"MIA",
143.00,"DL",16271,"YYZ",12264,"IAD",
143.00,"YV",12266,"IAH",14312,"PVR",
144.00,"QK",16217,"YUL",10529,"BDL",
144.00,"5D",13514,"MTY",12889,"LAS",
144.00,"UA",16257,"YYC",14771,"SFO",
144.00,"3BQ",11827,"FXE",15417,"TZN",
144.00,"QK",10529,"BDL",16217,"YUL",
145.00,"DL",11435,"DUB",10721,"BOS",
145.00,"UA",16304,"ZIH",13930,"ORD",
146.00,"UA",12798,"KSA",12173,"HNL",
146.00,"B6",14012,"PAP",14027,"PBI",
147.00,"DL",12892,"LAX",15258,"TLV",
147.00,"5D",13252,"MEX",14869,"SLC",
147.00,"AF",13303,"MIA",10884,"CAY",
148.00,"1BQ",14924,"SNU",13303,"MIA",
148.00,"UA",12266,"IAH",16304,"ZIH",
148.00,"UA",12173,"HNL",15237,"TKK",
148.00,"5Y",12169,"HND",10559,"BFI",
148.00,"AA",11032,"CUN",13198,"MCI",
148.00,"QK",16217,"YUL",11618,"EWR",
148.00,"FJ",12173,"HNL",11216,"CXI",
149.00,"JL",13744,"NRT",14747,"SEA",
149.00,"3BQ",10916,"CCZ",11827,"FXE",
149.00,"KV",16271,"YYZ",12953,"LGA",
149.00,"GL",14832,"SJD",11298,"DFW",
149.00,"GL",12193,"HOW",13495,"MSY",
149.00,"YV",11298,"DFW",16304,"ZIH",
149.00,"YV",14312,"PVR",12266,"IAH",
149.00,"5D",12478,"JFK",11874,"GDL",
149.00,"YV",16304,"ZIH",14107,"PHX",
149.00,"B6",11052,"CLO",11697,"FLL",
150.00,"JL",14747,"SEA",13744,"NRT",
150.00,"AY",12892,"LAX",12101,"HEL",
150.00,"PD",13360,"MLB",16215,"YTZ",
150.00,"DL",14869,"SLC",12169,"HND",
151.00,"AAT",15024,"STT",14849,"SKB",
151.00,"SY",10590,"IFP",16042,"YEG",
151.00,"FJ",10338,"APW",12173,"HNL",
151.00,"VS",12889,"LAS",13165,"MAN",
152.00,"SEB",14843,"SJU",10312,"ANU",
152.00,"AAT",14849,"SKB",15024,"STT",
153.00,"SY",10590,"IFP",16257,"YYC",
153.00,"DL",14832,"SJD",12478,"JFK",
153.00,"AA",14278,"PTP",13303,"MIA",
153.00,"SEB",14843,"SJU",10312,"ANU",
154.00,"AA",11032,"CUN",14492,"RDU",
154.00,"DL",16271,"YYZ",11433,"DTW",
154.00,"GL",10529,"BDL",14293,"PUJ",
154.00,"AM",12266,"IAH",13252,"MEX",
155.00,"UA",12892,"LAX",16229,"YVR",
155.00,"AAT",10444,"AXA",15024,"STT",
155.00,"AAT",15024,"STT",10444,"AXA",
155.00,"AA",13303,"MIA",14278,"PTP",
156.00,"GL",14293,"PUJ",10529,"BDL",
157.00,"AM",13252,"MEX",12266,"IAH",
157.00,"AS",14747,"SEA",16304,"ZIH",
157.00,"GL",13180,"MBJ",12339,"IND",
157.00,"DL",14869,"SLC",12169,"HND",
158.00,"1BQ",11075,"CMW",13303,"MIA",
158.00,"5D",12266,"IAH",15632,"VSA",
158.00,"5D",12266,"IAH",15632,"VSA",
159.00,"GL",15513,"UVF",14307,"PVD",
159.00,"SEB",14843,"SJU",15013,"STI",
159.00,"DL",14747,"SEA",16229,"YVR",
159.00,"GL",14307,"PVD",15513,"UVF",
160.00,"AA",12010,"GUA",13930,"ORD",
160.00,"SY",10590,"IFP",16257,"YYC",
160.00,"SY",10590,"IFP",16232,"YWG",
161.00,"AF",13303,"MIA",10884,"CAY",
161.00,"GL",14832,"SJD",11618,"EWR",
161.00,"GL",13931,"ORF",11032,"CUN",
161.00,"AI",14771,"SFO",10674,"BLR",
161.00,"GL",11032,"CUN",13931,"ORF",
161.00,"GL",14832,"SJD",10423,"AUS",
161.00,"GL",13605,"NAS",15016,"STL",
162.00,"G3",14293,"PUJ",13204,"MCO",
162.00,"GL",12339,"IND",13180,"MBJ",
162.00,"YV",14107,"PHX",16306,"ZLO",
163.00,"GL",15016,"STL",14849,"SKB",
163.00,"GL",10721,"BOS",14293,"PUJ",
163.00,"SY",11423,"DSM",11032,"CUN",
163.00,"5Y",12169,"HND",13796,"OAK",
163.00,"GL",11298,"DFW",14832,"SJD",
163.00,"SY",16232,"YWG",10590,"IFP",
163.00,"UP",12266,"IAH",13605,"NAS",
164.00,"UA",11435,"DUB",13930,"ORD",
164.00,"UA",12010,"GUA",12264,"IAD",
164.00,"SY",16257,"YYC",10590,"IFP",
164.00,"AAT",15024,"STT",14849,"SKB",
164.00,"AAT",15024,"STT",14849,"SKB",
164.00,"B6",14843,"SJU",10521,"BDA",
164.00,"UA",12991,"LIS",12264,"IAD",
164.00,"3SD",14278,"PTP",14843,"SJU",
165.00,"GL",13495,"MSY",14286,"PTY",
165.00,"DL",11488,"EDI",12478,"JFK",
165.00,"SY",16257,"YYC",10590,"IFP",
166.00,"SEB",15013,"STI",14843,"SJU",
166.00,"GL",14286,"PTY",13303,"MIA",
166.00,"GL",10423,"AUS",14832,"SJD",
166.00,"GL",14832,"SJD",13930,"ORD",
166.00,"5D",14869,"SLC",13252,"MEX",
167.00,"GL",13930,"ORD",14832,"SJD",
167.00,"GL",13851,"OKC",14832,"SJD",
167.00,"DL",15304,"TPA",11032,"CUN",
167.00,"GL",14832,"SJD",14683,"SAT",
167.00,"FJ",12173,"HNL",10338,"APW",
167.00,"GL",14293,"PUJ",10721,"BOS",
168.00,"AS",14312,"PVR",14771,"SFO",
168.00,"GL",11433,"DTW",14293,"PUJ",
169.00,"AC",16042,"YEG",12889,"LAS",
169.00,"UA",12892,"LAX",16229,"YVR",
169.00,"5D",14869,"SLC",13252,"MEX",
169.00,"GL",14293,"PUJ",11193,"CVG",
170.00,"S4",10721,"BOS",12991,"LIS",
170.00,"AC",14679,"SAN",16271,"YYZ",
170.00,"SY",15304,"TPA",15513,"UVF",
170.00,"07Q",16232,"YWG",14112,"PIE",
170.00,"DL",13744,"NRT",12892,"LAX",
171.00,"SEB",10312,"ANU",14843,"SJU",
171.00,"SY",10590,"IFP",16042,"YEG",
172.00,"WS",11697,"FLL",16268,"YYT",
172.00,"SY",11032,"CUN",13495,"MSY",
172.00,"BW",13204,"MCO",12693,"KIN",
172.00,"AS",14832,"SJD",14771,"SFO",
173.00,"UA",16304,"ZIH",12266,"IAH",
173.00,"AS",14771,"SFO",14832,"SJD",
173.00,"MQ",16293,"ZCL",11298,"DFW",
173.00,"DL",10397,"ATL",13694,"NGO",
173.00,"MU",12115,"HGH",12173,"HNL",
174.00,"AS",14832,"SJD",14771,"SFO",
174.00,"AS",14312,"PVR",14570,"RNO",
174.00,"D8",12478,"JFK",10521,"BDA",
175.00,"AS",14771,"SFO",14312,"PVR",
175.00,"AS",14832,"SJD",14893,"SMF",
175.00,"AS",14570,"RNO",14312,"PVR",
175.00,"LO",13930,"ORD",10790,"BUD",
175.00,"AS",14832,"SJD",11638,"FAT",
175.00,"SY",16042,"YEG",10590,"IFP",
175.00,"2LQ",13746,"NSB",13439,"MPB",
175.00,"VB",12892,"LAX",13514,"MTY",
175.00,"CP",12892,"LAX",13594,"MZT",
175.00,"F9",12889,"LAS",14832,"SJD",
175.00,"SY",15513,"UVF",15304,"TPA",
176.00,"AS",14893,"SMF",14312,"PVR",
176.00,"2LQ",13439,"MPB",13746,"NSB",
176.00,"3BQ",11827,"FXE",10916,"CCZ",
176.00,"AS",11638,"FAT",14832,"SJD",
176.00,"PD",16215,"YTZ",13577,"MYR",
177.00,"DL",13495,"MSY",11032,"CUN",
177.00,"5D",12478,"JFK",11874,"GDL",
177.00,"AS",14893,"SMF",14832,"SJD",
177.00,"SY",13180,"MBJ",13487,"MSP",
177.00,"1BQ",10911,"CCS",12478,"JFK",
178.00,"GL",14293,"PUJ",13303,"MIA",
178.00,"AS",14570,"RNO",14832,"SJD",
178.00,"AS",14832,"SJD",14570,"RNO",
179.00,"GL",13303,"MIA",14293,"PUJ",
179.00,"VB",11032,"CUN",10792,"BUF",
179.00,"G4",13605,"NAS",10721,"BOS",
179.00,"Y4",15016,"STL",14832,"SJD",
179.00,"SY",12990,"LIR",13487,"MSP",
180.00,"5D",11292,"DEN",13514,"MTY",
180.00,"G4",10721,"BOS",13605,"NAS",
180.00,"AAT",14849,"SKB",15024,"STT",
180.00,"SY",11423,"DSM",13180,"MBJ",
180.00,"DL",12892,"LAX",13744,"NRT",
180.00,"AZ",12478,"JFK",15326,"TRN",
180.00,"DY",10721,"BOS",11651,"FCO",
180.00,"AC",13495,"MSY",16271,"YYZ",
181.00,"Y4",10140,"ABQ",11874,"GDL",
181.00,"5D",13514,"MTY",11292,"DEN",
182.00,"GL",14293,"PUJ",11618,"EWR",
182.00,"GL",11618,"EWR",14293,"PUJ",
182.00,"AM",12986,"LIM",12892,"LAX",
183.00,"AAT",15024,"STT",10444,"AXA",
183.00,"QK",16229,"YVR",14107,"PHX",
183.00,"TR",12173,"HNL",14824,"SIN",
183.00,"KX",13303,"MIA",11225,"CYB",
183.00,"UA",15237,"TKK",12173,"HNL",
183.00,"GL",14293,"PUJ",10792,"BUF",
183.00,"YX",14278,"PTP",13303,"MIA",
184.00,"DL",11433,"DTW",16271,"YYZ",
184.00,"B6",11868,"GCM",13204,"MCO",
185.00,"MQ",11298,"DFW",16293,"ZCL",
186.00,"G4",14293,"PUJ",11193,"CVG",
186.00,"YX",11292,"DEN",16257,"YYC",
187.00,"AAT",15024,"STT",10444,"AXA",
187.00,"2LQ",13439,"MPB",13746,"NSB",
187.00,"WG",13204,"MCO",16173,"YQR",
187.00,"WG",13204,"MCO",16242,"YXE",
187.00,"2TQ",15147,"TCB",14761,"SFB",
188.00,"Y4",11874,"GDL",10140,"ABQ",
188.00,"9E",16217,"YUL",11433,"DTW",
188.00,"OO",12953,"LGA",16149,"YOW",
189.00,"DL",11651,"FCO",11433,"DTW",
191.00,"TS",11697,"FLL",16085,"YHZ",
191.00,"SN",12264,"IAD",10752,"BRU",
191.00,"FJ",11216,"CXI",12173,"HNL",
192.00,"NK",11618,"EWR",11032,"CUN",
192.00,"AA",13605,"NAS",12953,"LGA",
