"PASSENGERS","UNIQUE_CARRIER","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST",
754.00,"WS",16257,"YYC",11697,"FLL",
755.00,"TN",10920,"CDG",12892,"LAX",
755.00,"CA",12266,"IAH",14286,"PTY",
756.00,"AA",10846,"BZE",11057,"CLT",
758.00,"UA",12016,"GUM",14186,"PNI",
758.00,"Y4",14771,"SFO",13252,"MEX",
758.00,"UA",14838,"SJO",12264,"IAD",
759.00,"X9",10503,"BBU",12264,"IAD",
759.00,"F9",13180,"MBJ",14492,"RDU",
760.00,"UA",12264,"IAD",14153,"PLS",
760.00,"UA",11032,"CUN",11042,"CLE",
760.00,"AC",16085,"YHZ",13204,"MCO",
761.00,"UA",10717,"BON",11618,"EWR",
761.00,"LO",10790,"BUD",12478,"JFK",
761.00,"UA",14186,"PNI",12016,"GUM",
762.00,"CI",12173,"HNL",15306,"TPE",
762.00,"UA",12173,"HNL",13162,"MAJ",
763.00,"Y4",13930,"ORD",16304,"ZIH",
763.00,"NK",13204,"MCO",12010,"GUA",
763.00,"9E",10397,"ATL",11534,"ELH",
763.00,"WG",16271,"YYZ",14112,"PIE",
763.00,"AA",16304,"ZIH",11298,"DFW",
764.00,"DL",11433,"DTW",13605,"NAS",
765.00,"F9",14293,"PUJ",11193,"CVG",
765.00,"WS",13204,"MCO",16229,"YVR",
766.00,"UA",11618,"EWR",14681,"SAP",
766.00,"QK",16217,"YUL",14122,"PIT",
767.00,"AV",12478,"JFK",11164,"CTG",
768.00,"UA",11618,"EWR",10846,"BZE",
768.00,"NZ",12892,"LAX",14458,"RAR",
769.00,"DL",11433,"DTW",13180,"MBJ",
769.00,"NK",13204,"MCO",11164,"CTG",
770.00,"2OQ",14222,"PPG",11671,"FGI",
770.00,"UA",12264,"IAD",11868,"GCM",
770.00,"SY",16304,"ZIH",13487,"MSP",
770.00,"AA",11057,"CLT",11244,"CZM",
770.00,"AA",14065,"PEI",13303,"MIA",
770.00,"TS",14843,"SJU",16217,"YUL",
771.00,"B6",13204,"MCO",14012,"PAP",
772.00,"DL",16304,"ZIH",13487,"MSP",
772.00,"NK",12010,"GUA",13204,"MCO",
772.00,"RJ",10287,"AMM",11433,"DTW",
772.00,"B6",10721,"BOS",14012,"PAP",
772.00,"AA",10721,"BOS",11032,"CUN",
773.00,"NK",13204,"MCO",14677,"SAL",
773.00,"AA",11057,"CLT",12990,"LIR",
773.00,"UA",12266,"IAH",13180,"MBJ",
774.00,"UA",13930,"ORD",11244,"CZM",
775.00,"AA",12892,"LAX",10846,"BZE",
775.00,"UA",13930,"ORD",11868,"GCM",
776.00,"RJ",11433,"DTW",16217,"YUL",
776.00,"DL",11193,"CVG",11032,"CUN",
777.00,"GL",11726,"FOE",14832,"SJD",
777.00,"NK",10878,"CAP",11697,"FLL",
777.00,"OO",11292,"DEN",16229,"YVR",
778.00,"B6",13068,"LRM",12478,"JFK",
778.00,"VB",10693,"BNA",11032,"CUN",
778.00,"NK",14677,"SAL",13204,"MCO",
779.00,"FI",12651,"KEF",15304,"TPA",
779.00,"Y4",16304,"ZIH",13930,"ORD",
780.00,"AC",14843,"SJU",16217,"YUL",
780.00,"YX",16217,"YUL",11618,"EWR",
780.00,"ZX",12451,"JAX",16271,"YYZ",
781.00,"TA",14681,"SAP",12478,"JFK",
782.00,"AF",14278,"PTP",13303,"MIA",
782.00,"Y4",13303,"MIA",11874,"GDL",
783.00,"UA",12990,"LIR",13930,"ORD",
783.00,"WG",13204,"MCO",16085,"YHZ",
783.00,"UA",11618,"EWR",14849,"SKB",
783.00,"QF",10696,"BNE",12478,"JFK",
784.00,"DL",10397,"ATL",14849,"SKB",
784.00,"AA",11032,"CUN",10721,"BOS",
786.00,"3M",10621,"BIM",11697,"FLL",
788.00,"DL",13487,"MSP",10411,"AUA",
788.00,"UA",14832,"SJD",12892,"LAX",
789.00,"5D",10638,"BJX",11433,"DTW",
790.00,"B6",10721,"BOS",13605,"NAS",
790.00,"F9",14492,"RDU",13180,"MBJ",
790.00,"VB",11032,"CUN",11066,"CMH",
792.00,"KL",10292,"AMS",12889,"LAS",
792.00,"C5",16217,"YUL",12264,"IAD",
792.00,"OR",10292,"AMS",13303,"MIA",
793.00,"NK",13204,"MCO",14681,"SAP",
794.00,"DL",12892,"LAX",12990,"LIR",
794.00,"GL",14293,"PUJ",11066,"CMH",
794.00,"VB",11193,"CVG",11032,"CUN",
795.00,"EV",13930,"ORD",16232,"YWG",
795.00,"AA",13303,"MIA",14065,"PEI",
795.00,"DL",10397,"ATL",14849,"SKB",
796.00,"07Q",13204,"MCO",16232,"YWG",
796.00,"Y4",15016,"STL",12239,"HUX",
796.00,"VB",11066,"CMH",11032,"CUN",
797.00,"AA",12990,"LIR",11057,"CLT",
797.00,"VB",11032,"CUN",10792,"BUF",
798.00,"FI",14057,"PDX",12651,"KEF",
798.00,"NK",12266,"IAH",11032,"CUN",
798.00,"AV",12478,"JFK",11164,"CTG",
801.00,"UA",11244,"CZM",11292,"DEN",
801.00,"LO",12478,"JFK",10790,"BUD",
801.00,"B6",10721,"BOS",13180,"MBJ",
801.00,"WS",13204,"MCO",16173,"YQR",
801.00,"JJ",13303,"MIA",14991,"SSA",
802.00,"WN",11032,"CUN",10693,"BNA",
802.00,"AV",11164,"CTG",12478,"JFK",
802.00,"WG",13303,"MIA",16149,"YOW",
802.00,"WN",14832,"SJD",14893,"SMF",
806.00,"TN",12892,"LAX",10920,"CDG",
806.00,"UA",11618,"EWR",14677,"SAL",
806.00,"CA",14286,"PTY",12266,"IAH",
807.00,"AA",15084,"SXM",12478,"JFK",
807.00,"F9",14100,"PHL",13180,"MBJ",
808.00,"07Q",16232,"YWG",10466,"AZA",
808.00,"Y4",16293,"ZCL",14831,"SJC",
808.00,"DL",13180,"MBJ",11433,"DTW",
808.00,"UA",14849,"SKB",11618,"EWR",
810.00,"DL",10292,"AMS",12889,"LAS",
810.00,"07Q",16232,"YWG",13204,"MCO",
811.00,"LR",12010,"GUA",13204,"MCO",
811.00,"WN",12892,"LAX",11032,"CUN",
812.00,"F9",11193,"CVG",11032,"CUN",
812.00,"AM",13252,"MEX",14831,"SJC",
812.00,"DL",10411,"AUA",10721,"BOS",
813.00,"TS",14843,"SJU",16271,"YYZ",
813.00,"G4",11032,"CUN",14122,"PIT",
813.00,"TA",12478,"JFK",14681,"SAP",
814.00,"UA",11244,"CZM",13930,"ORD",
814.00,"AC",13204,"MCO",16271,"YYZ",
814.00,"AA",10721,"BOS",14293,"PUJ",
814.00,"5D",16477,"QRO",11433,"DTW",
815.00,"F9",14293,"PUJ",14492,"RDU",
816.00,"DL",10721,"BOS",10411,"AUA",
816.00,"AA",13930,"ORD",10920,"CDG",
816.00,"AA",14293,"PUJ",10721,"BOS",
817.00,"WS",16115,"YLW",14107,"PHX",
817.00,"QK",10821,"BWI",16217,"YUL",
817.00,"WG",16085,"YHZ",13204,"MCO",
817.00,"ZX",16271,"YYZ",12451,"JAX",
818.00,"07Q",12889,"LAS",16042,"YEG",
818.00,"5D",11433,"DTW",10638,"BJX",
819.00,"WG",16232,"YWG",13204,"MCO",
820.00,"B6",13180,"MBJ",10721,"BOS",
820.00,"SQ",12266,"IAH",14824,"SIN",
821.00,"NK",11164,"CTG",13204,"MCO",
821.00,"UA",12892,"LAX",14832,"SJD",
822.00,"07Q",16042,"YEG",14262,"PSP",
822.00,"DL",11868,"GCM",11433,"DTW",
822.00,"QK",16217,"YUL",10821,"BWI",
823.00,"DL",10529,"BDL",11032,"CUN",
823.00,"DL",14122,"PIT",11032,"CUN",
824.00,"UA",14849,"SKB",11618,"EWR",
824.00,"F9",11193,"CVG",14293,"PUJ",
824.00,"SU",12264,"IAD",15058,"SVO",
825.00,"FI",12651,"KEF",15304,"TPA",
825.00,"WN",10693,"BNA",11032,"CUN",
825.00,"VB",11032,"CUN",11618,"EWR",
826.00,"UA",12016,"GUM",15237,"TKK",
826.00,"DL",11032,"CUN",13198,"MCI",
826.00,"S4",10721,"BOS",15174,"TER",
827.00,"07Q",13303,"MIA",16271,"YYZ",
827.00,"DL",13594,"MZT",13487,"MSP",
827.00,"G7",16217,"YUL",13930,"ORD",
827.00,"9K",11519,"EIS",14843,"SJU",
827.00,"EV",11618,"EWR",16217,"YUL",
828.00,"B6",14012,"PAP",10721,"BOS",
829.00,"07Q",16271,"YYZ",13303,"MIA",
829.00,"2OQ",11671,"FGI",14222,"PPG",
829.00,"LO",12789,"KRK",13930,"ORD",
829.00,"UA",12016,"GUM",14186,"PNI",
830.00,"AC",16217,"YUL",14843,"SJU",
830.00,"DL",13487,"MSP",11868,"GCM",
831.00,"DL",11433,"DTW",11868,"GCM",
831.00,"SU",15058,"SVO",12264,"IAD",
831.00,"UA",11042,"CLE",11032,"CUN",
832.00,"DL",11032,"CUN",11066,"CMH",
833.00,"UA",14832,"SJD",12892,"LAX",
833.00,"EV",16232,"YWG",13930,"ORD",
834.00,"DL",12889,"LAS",13744,"NRT",
834.00,"SY",14832,"SJD",13487,"MSP",
835.00,"WS",16229,"YVR",13204,"MCO",
835.00,"SK",10357,"ARN",13303,"MIA",
835.00,"JJ",13303,"MIA",14991,"SSA",
837.00,"F9",14492,"RDU",14293,"PUJ",
838.00,"07Q",16232,"YWG",13204,"MCO",
838.00,"X9",12264,"IAD",10503,"BBU",
839.00,"07Q",16232,"YWG",12889,"LAS",
839.00,"AC",14843,"SJU",16217,"YUL",
840.00,"LO",10790,"BUD",13930,"ORD",
840.00,"AA",13605,"NAS",11298,"DFW",
840.00,"LA",14293,"PUJ",13303,"MIA",
841.00,"AZ",12892,"LAX",11651,"FCO",
843.00,"UA",11292,"DEN",12990,"LIR",
843.00,"DL",11868,"GCM",13487,"MSP",
844.00,"B6",12478,"JFK",13068,"LRM",
845.00,"VB",14832,"SJD",13930,"ORD",
845.00,"SY",13487,"MSP",10846,"BZE",
846.00,"EI",14918,"SNN",10721,"BOS",
846.00,"Y4",13930,"ORD",11874,"GDL",
846.00,"Y4",14831,"SJC",16293,"ZCL",
847.00,"WS",16085,"YHZ",10721,"BOS",
847.00,"WN",13605,"NAS",10821,"BWI",
848.00,"SY",10846,"BZE",13487,"MSP",
848.00,"SQ",14824,"SIN",12266,"IAH",
849.00,"DE",14843,"SJU",11760,"FRA",
850.00,"TS",13204,"MCO",16163,"YQB",
850.00,"DL",11032,"CUN",10529,"BDL",
850.00,"SA",12264,"IAD",16782,"DSS",
850.00,"JJ",14991,"SSA",13303,"MIA",
851.00,"FI",15304,"TPA",12651,"KEF",
851.00,"F9",11292,"DEN",14312,"PVR",
851.00,"DL",11032,"CUN",12339,"IND",
851.00,"DL",13605,"NAS",11433,"DTW",
852.00,"DL",10397,"ATL",15013,"STI",
853.00,"SU",15058,"SVO",12264,"IAD",
853.00,"GL",14293,"PUJ",11193,"CVG",
853.00,"DL",10693,"BNA",11032,"CUN",
854.00,"DL",14293,"PUJ",10721,"BOS",
855.00,"DL",11066,"CMH",11032,"CUN",
855.00,"QK",16217,"YUL",10821,"BWI",
855.00,"DL",10721,"BOS",14293,"PUJ",
858.00,"DL",11032,"CUN",10693,"BNA",
858.00,"VB",11032,"CUN",11433,"DTW",
859.00,"DL",11032,"CUN",14122,"PIT",
859.00,"Y4",16477,"QRO",13232,"MDW",
859.00,"DL",12339,"IND",11032,"CUN",
860.00,"DL",12264,"IAD",11032,"CUN",
860.00,"WN",14312,"PVR",14679,"SAN",
860.00,"LA",14293,"PUJ",13303,"MIA",
861.00,"CI",15306,"TPE",12173,"HNL",
861.00,"OO",13605,"NAS",13930,"ORD",
862.00,"OO",16229,"YVR",11292,"DEN",
862.00,"ZX",13198,"MCI",16271,"YYZ",
862.00,"S4",15174,"TER",10721,"BOS",
863.00,"DL",11032,"CUN",12264,"IAD",
863.00,"UP",14027,"PBI",13289,"MHH",
865.00,"VB",11618,"EWR",11032,"CUN",
865.00,"B6",13605,"NAS",10721,"BOS",
865.00,"AC",16229,"YVR",12758,"KOA",
865.00,"Y4",11301,"DGO",13232,"MDW",
865.00,"DL",10821,"BWI",11032,"CUN",
866.00,"CA",12266,"IAH",14286,"PTY",
866.00,"UA",14186,"PNI",12016,"GUM",
866.00,"VB",13930,"ORD",14832,"SJD",
867.00,"AA",11057,"CLT",14832,"SJD",
867.00,"5D",11433,"DTW",16477,"QRO",
867.00,"3M",11697,"FLL",10621,"BIM",
868.00,"UX",13156,"MAD",14843,"SJU",
869.00,"UA",11868,"GCM",11618,"EWR",
870.00,"DL",11032,"CUN",10821,"BWI",
870.00,"WG",13204,"MCO",16232,"YWG",
870.00,"SY",13487,"MSP",14832,"SJD",
870.00,"YX",13605,"NAS",14100,"PHL",
872.00,"Y4",13232,"MDW",11301,"DGO",
873.00,"Y4",12892,"LAX",13799,"OAX",
875.00,"OO",16229,"YVR",14771,"SFO",
876.00,"Y4",14771,"SFO",11874,"GDL",
876.00,"VB",11433,"DTW",11032,"CUN",
879.00,"RJ",16217,"YUL",11433,"DTW",
879.00,"G4",14293,"PUJ",14122,"PIT",
879.00,"AA",14100,"PHL",11868,"GCM",
879.00,"YX",16217,"YUL",13930,"ORD",
879.00,"UA",12016,"GUM",15237,"TKK",
880.00,"9K",11519,"EIS",14843,"SJU",
880.00,"LO",13930,"ORD",10790,"BUD",
880.00,"LA",13303,"MIA",14293,"PUJ",
884.00,"WS",14107,"PHX",16115,"YLW",
884.00,"ZX",13244,"MEM",16271,"YYZ",
884.00,"GL",11193,"CVG",14293,"PUJ",
885.00,"UA",14681,"SAP",11618,"EWR",
885.00,"YX",11618,"EWR",16217,"YUL",
885.00,"F9",11292,"DEN",14312,"PVR",
885.00,"WG",13204,"MCO",16171,"YQM",
885.00,"WS",16115,"YLW",14107,"PHX",
887.00,"DL",10397,"ATL",14637,"RTB",
887.00,"VS",12889,"LAS",12972,"LHR",
888.00,"UA",14677,"SAL",11618,"EWR",
889.00,"UA",14849,"SKB",11618,"EWR",
890.00,"AA",11868,"GCM",14100,"PHL",
890.00,"C5",12264,"IAD",16217,"YUL",
891.00,"UA",16257,"YYC",13930,"ORD",
891.00,"UA",11868,"GCM",11618,"EWR",
891.00,"AA",13930,"ORD",13744,"NRT",
892.00,"NZ",14458,"RAR",12892,"LAX",
892.00,"WN",10821,"BWI",13605,"NAS",
892.00,"Y4",11874,"GDL",13303,"MIA",
893.00,"DL",12478,"JFK",16782,"DSS",
893.00,"AC",13204,"MCO",16085,"YHZ",
894.00,"07Q",16042,"YEG",10466,"AZA",
894.00,"LO",12789,"KRK",13930,"ORD",
894.00,"07Q",10466,"AZA",16042,"YEG",
894.00,"LO",12478,"JFK",10790,"BUD",
894.00,"AA",14153,"PLS",14100,"PHL",
894.00,"OR",10292,"AMS",13303,"MIA",
895.00,"WN",11032,"CUN",12892,"LAX",
895.00,"WG",14112,"PIE",16271,"YYZ",
895.00,"Y4",14683,"SAT",11874,"GDL",
895.00,"UA",14677,"SAL",11618,"EWR",
896.00,"8R",15304,"TPA",16321,"ZRH",
896.00,"4O",12892,"LAX",14832,"SJD",
897.00,"JJ",10545,"BEL",13303,"MIA",
898.00,"B6",10721,"BOS",13180,"MBJ",
899.00,"SY",12339,"IND",13180,"MBJ",
899.00,"DL",14832,"SJD",14747,"SEA",
900.00,"UA",11244,"CZM",12266,"IAH",
900.00,"LO",12789,"KRK",13930,"ORD",
900.00,"DL",14849,"SKB",10397,"ATL",
900.00,"OR",14761,"SFB",10292,"AMS",
902.00,"AV",11164,"CTG",12478,"JFK",
903.00,"NK",14681,"SAP",13204,"MCO",
903.00,"WG",16171,"YQM",13204,"MCO",
903.00,"UA",12266,"IAH",11868,"GCM",
903.00,"Y4",11874,"GDL",14683,"SAT",
903.00,"3BQ",11827,"FXE",16825,"TYM",
903.00,"07Q",13204,"MCO",16232,"YWG",
905.00,"UA",11868,"GCM",13930,"ORD",
905.00,"NK",15084,"SXM",11697,"FLL",
907.00,"WS",10466,"AZA",16257,"YYC",
908.00,"J2",10482,"GYD",12478,"JFK",
908.00,"B6",12478,"JFK",13068,"LRM",
908.00,"LA",11625,"EZE",12478,"JFK",
909.00,"WS",10466,"AZA",16257,"YYC",
909.00,"AA",14832,"SJD",11057,"CLT",
909.00,"WS",12889,"LAS",16173,"YQR",
910.00,"NZ",12892,"LAX",14458,"RAR",
910.00,"VS",12972,"LHR",12889,"LAS",
912.00,"Y4",14831,"SJC",10638,"BJX",
914.00,"4O",11874,"GDL",14683,"SAT",
915.00,"SA",16782,"DSS",12264,"IAD",
916.00,"9E",11534,"ELH",10397,"ATL",
917.00,"Y4",13204,"MCO",11874,"GDL",
917.00,"JJ",14991,"SSA",13303,"MIA",
918.00,"3BQ",16825,"TYM",11827,"FXE",
918.00,"QK",16217,"YUL",12264,"IAD",
919.00,"WS",16042,"YEG",13204,"MCO",
919.00,"Y4",13232,"MDW",11301,"DGO",
920.00,"DE",11760,"FRA",14843,"SJU",
920.00,"AC",16149,"YOW",15304,"TPA",
920.00,"9E",16217,"YUL",13487,"MSP",
920.00,"3U",12892,"LAX",15277,"TNA",
920.00,"DL",14637,"RTB",10397,"ATL",
922.00,"WN",12191,"HOU",13180,"MBJ",
922.00,"UA",11618,"EWR",14849,"SKB",
922.00,"07Q",16042,"YEG",12889,"LAS",
923.00,"Y4",12478,"JFK",11874,"GDL",
924.00,"HA",14228,"PPT",12173,"HNL",
925.00,"DE",11760,"FRA",14843,"SJU",
925.00,"LO",10790,"BUD",12478,"JFK",
926.00,"QK",12264,"IAD",16217,"YUL",
926.00,"YX",14100,"PHL",13605,"NAS",
926.00,"UA",15237,"TKK",12016,"GUM",
928.00,"DL",13180,"MBJ",11433,"DTW",
928.00,"Y4",11638,"FAT",13370,"MLM",
929.00,"F9",11032,"CUN",11193,"CVG",
930.00,"MT",13165,"MAN",12889,"LAS",
931.00,"WS",12889,"LAS",16242,"YXE",
931.00,"OO",13930,"ORD",13605,"NAS",
932.00,"AA",11298,"DFW",11868,"GCM",
932.00,"F9",14312,"PVR",11292,"DEN",
933.00,"SK",13303,"MIA",10357,"ARN",
934.00,"8R",16321,"ZRH",13204,"MCO",
935.00,"HU",11172,"CTU",12892,"LAX",
935.00,"Y4",11301,"DGO",12892,"LAX",
936.00,"DY",12892,"LAX",11651,"FCO",
936.00,"AA",14100,"PHL",13252,"MEX",
936.00,"AF",13303,"MIA",14012,"PAP",
936.00,"ZX",16271,"YYZ",13244,"MEM",
937.00,"07Q",10466,"AZA",16232,"YWG",
937.00,"Y4",11638,"FAT",13370,"MLM",
938.00,"CM",13495,"MSY",14286,"PTY",
939.00,"WN",13180,"MBJ",12191,"HOU",
939.00,"UA",13930,"ORD",13605,"NAS",
939.00,"Y4",11638,"FAT",13370,"MLM",
939.00,"Y4",14683,"SAT",11874,"GDL",
940.00,"HA",12173,"HNL",14228,"PPT",
941.00,"AA",11298,"DFW",13605,"NAS",
941.00,"DL",10721,"BOS",14293,"PUJ",
943.00,"Y4",13799,"OAX",12892,"LAX",
944.00,"NK",12266,"IAH",12010,"GUA",
944.00,"DL",11032,"CUN",14492,"RDU",
944.00,"Y4",13796,"OAK",10638,"BJX",
945.00,"SV",12892,"LAX",14645,"RUH",
946.00,"LA",13303,"MIA",14293,"PUJ",
946.00,"AC",16217,"YUL",14843,"SJU",
947.00,"WN",13232,"MDW",14832,"SJD",
947.00,"UA",11618,"EWR",14312,"PVR",
947.00,"UP",13289,"MHH",14027,"PBI",
948.00,"F9",11292,"DEN",16257,"YYC",
948.00,"3M",13204,"MCO",13289,"MHH",
948.00,"AA",11868,"GCM",11298,"DFW",
948.00,"TA",12478,"JFK",14681,"SAP",
949.00,"AM",14057,"PDX",13252,"MEX",
949.00,"AA",11298,"DFW",14293,"PUJ",
950.00,"Q6",12892,"LAX",12010,"GUA",
950.00,"9E",16149,"YOW",11433,"DTW",
950.00,"QK",16257,"YYC",14057,"PDX",
950.00,"HA",14228,"PPT",12173,"HNL",
951.00,"QK",14057,"PDX",16257,"YYC",
951.00,"DL",11032,"CUN",11193,"CVG",
952.00,"G4",14122,"PIT",11032,"CUN",
952.00,"VH",13303,"MIA",13218,"MDE",
953.00,"9K",14843,"SJU",11519,"EIS",
953.00,"DL",14293,"PUJ",11433,"DTW",
954.00,"DL",14849,"SKB",10397,"ATL",
956.00,"B6",10575,"BGI",10721,"BOS",
957.00,"UA",12010,"GUA",11618,"EWR",
958.00,"1BQ",13169,"MAR",13303,"MIA",
959.00,"WN",14832,"SJD",13232,"MDW",
959.00,"SY",11244,"CZM",13487,"MSP",
960.00,"AA",13930,"ORD",14293,"PUJ",
960.00,"QK",16257,"YYC",14057,"PDX",
960.00,"WN",11292,"DEN",10846,"BZE",
962.00,"9E",16149,"YOW",11433,"DTW",
962.00,"F9",11032,"CUN",12889,"LAS",
962.00,"BW",13180,"MBJ",11697,"FLL",
963.00,"AA",14100,"PHL",14153,"PLS",
963.00,"JJ",10545,"BEL",13303,"MIA",
964.00,"ZX",16271,"YYZ",13198,"MCI",
964.00,"G7",13930,"ORD",16217,"YUL",
965.00,"NK",13204,"MCO",13218,"MDE",
967.00,"07Q",14262,"PSP",16042,"YEG",
967.00,"X9",12264,"IAD",10503,"BBU",
968.00,"ZX",13342,"MKE",16271,"YYZ",
968.00,"EV",12266,"IAH",15125,"TAM",
969.00,"8R",16321,"ZRH",15304,"TPA",
970.00,"AA",14153,"PLS",11298,"DFW",
970.00,"AA",11057,"CLT",11874,"GDL",
970.00,"QK",10821,"BWI",16217,"YUL",
972.00,"07Q",12889,"LAS",16232,"YWG",
973.00,"WW",12651,"KEF",14122,"PIT",
973.00,"NK",13204,"MCO",13218,"MDE",
974.00,"G3",11730,"FOR",13303,"MIA",
974.00,"WN",13232,"MDW",14832,"SJD",
974.00,"QK",16149,"YOW",10721,"BOS",
975.00,"UA",14210,"POS",11618,"EWR",
975.00,"AM",10721,"BOS",13252,"MEX",
976.00,"Y4",10638,"BJX",13796,"OAK",
977.00,"AA",11298,"DFW",14153,"PLS",
978.00,"SY",13487,"MSP",13594,"MZT",
979.00,"NK",13204,"MCO",14681,"SAP",
979.00,"WS",16115,"YLW",14107,"PHX",
979.00,"AM",13252,"MEX",14057,"PDX",
980.00,"Y4",12892,"LAX",13799,"OAX",
980.00,"WS",13204,"MCO",16042,"YEG",
981.00,"DY",12478,"JFK",10357,"ARN",
981.00,"B6",13068,"LRM",12478,"JFK",
982.00,"G3",11730,"FOR",13204,"MCO",
982.00,"AA",14153,"PLS",14100,"PHL",
982.00,"AI",16476,"HYD",13930,"ORD",
983.00,"WS",16257,"YYC",10466,"AZA",
983.00,"VH",13303,"MIA",14900,"SMR",
984.00,"YX",16217,"YUL",11618,"EWR",
984.00,"04Q",14843,"SJU",14692,"SBH",
984.00,"Q6",12478,"JFK",14677,"SAL",
984.00,"9E",11534,"ELH",10397,"ATL",
985.00,"AM",13252,"MEX",10721,"BOS",
988.00,"B6",10721,"BOS",10575,"BGI",
988.00,"QK",16217,"YUL",12264,"IAD",
989.00,"JJ",13303,"MIA",14991,"SSA",
990.00,"VH",13218,"MDE",13303,"MIA",
992.00,"AA",11057,"CLT",15513,"UVF",
992.00,"YX",13930,"ORD",16217,"YUL",
995.00,"AA",11298,"DFW",14677,"SAL",
995.00,"4O",14832,"SJD",12892,"LAX",
996.00,"NK",13204,"MCO",11164,"CTG",
996.00,"UA",12990,"LIR",11292,"DEN",
997.00,"3M",15147,"TCB",11697,"FLL",
997.00,"4O",12892,"LAX",14312,"PVR",
997.00,"AS",14312,"PVR",14908,"SNA",
997.00,"YV",10148,"ACA",12266,"IAH",
998.00,"NK",12266,"IAH",14677,"SAL",
1000.00,"G3",13204,"MCO",11730,"FOR",
1001.00,"UA",13605,"NAS",12266,"IAH",
1001.00,"SK",10357,"ARN",13303,"MIA",
1001.00,"AZ",11651,"FCO",12892,"LAX",
1002.00,"OR",14761,"SFB",10292,"AMS",
1002.00,"AD",14496,"REC",11697,"FLL",
1004.00,"WN",10846,"BZE",11292,"DEN",
1004.00,"PY",13303,"MIA",11888,"GEO",
1004.00,"07Q",16042,"YEG",14262,"PSP",
1004.00,"ZX",16271,"YYZ",13198,"MCI",
1005.00,"B6",14012,"PAP",10721,"BOS",
1006.00,"OR",13303,"MIA",10292,"AMS",
1006.00,"SY",13487,"MSP",11244,"CZM",
1006.00,"DL",11433,"DTW",13180,"MBJ",
1007.00,"F9",11032,"CUN",11193,"CVG",
1007.00,"B6",13068,"LRM",12478,"JFK",
1008.00,"AZ",10721,"BOS",11651,"FCO",
1008.00,"AA",13252,"MEX",14100,"PHL",
1008.00,"WS",16085,"YHZ",10721,"BOS",
1008.00,"B6",14012,"PAP",13204,"MCO",
1009.00,"BC",14955,"SPN",13744,"NRT",
1009.00,"AC",12758,"KOA",16229,"YVR",
1009.00,"SY",10411,"AUA",13487,"MSP",
1009.00,"4O",14683,"SAT",11874,"GDL",
1010.00,"4O",12892,"LAX",14832,"SJD",
1011.00,"Y4",14893,"SMF",10638,"BJX",
1011.00,"BC",13744,"NRT",14955,"SPN",
1013.00,"F9",11193,"CVG",11032,"CUN",
1013.00,"SQ",14824,"SIN",12266,"IAH",
1015.00,"SY",13594,"MZT",13487,"MSP",
1016.00,"DY",13204,"MCO",10920,"CDG",
1018.00,"QK",10721,"BOS",16149,"YOW",
1018.00,"3M",11697,"FLL",15147,"TCB",
1019.00,"PY",11888,"GEO",13303,"MIA",
1019.00,"F9",12889,"LAS",11032,"CUN",
1020.00,"DL",13180,"MBJ",10721,"BOS",
1021.00,"DL",10397,"ATL",14849,"SKB",
1021.00,"QK",14122,"PIT",16217,"YUL",
1022.00,"F9",14492,"RDU",11032,"CUN",
1022.00,"NK",13204,"MCO",12010,"GUA",
1024.00,"TA",14681,"SAP",12478,"JFK",
1024.00,"UA",11618,"EWR",12010,"GUA",
1025.00,"QK",10721,"BOS",16149,"YOW",
1025.00,"YX",13605,"NAS",11278,"DCA",
1025.00,"9E",10397,"ATL",11534,"ELH",
1025.00,"07Q",14262,"PSP",16042,"YEG",
1025.00,"BF",14771,"SFO",14228,"PPT",
1027.00,"DL",11433,"DTW",14293,"PUJ",
1028.00,"EV",11187,"CUU",12266,"IAH",
1029.00,"BF",14771,"SFO",14228,"PPT",
1030.00,"Y4",14831,"SJC",10638,"BJX",
1030.00,"DL",14293,"PUJ",10721,"BOS",
1030.00,"DY",10920,"CDG",13204,"MCO",
1031.00,"AF",10920,"CDG",12889,"LAS",
1031.00,"NK",11433,"DTW",13180,"MBJ",
1032.00,"Y4",13232,"MDW",16477,"QRO",
1032.00,"KV",14683,"SAT",16271,"YYZ",
1032.00,"3U",11172,"CTU",12892,"LAX",
1032.00,"YX",11278,"DCA",13605,"NAS",
1034.00,"G3",13303,"MIA",11730,"FOR",
1034.00,"MQ",13799,"OAX",11298,"DFW",
1035.00,"TA",14681,"SAP",12478,"JFK",
1037.00,"C5",12264,"IAD",16217,"YUL",
1039.00,"CM",14286,"PTY",13495,"MSY",
1040.00,"NK",13218,"MDE",13204,"MCO",
1040.00,"WN",10846,"BZE",11292,"DEN",
1040.00,"WN",14679,"SAN",14312,"PVR",
1042.00,"AA",14107,"PHX",13594,"MZT",
1045.00,"9K",11519,"EIS",14843,"SJU",
1045.00,"BW",14210,"POS",13204,"MCO",
1046.00,"F9",14293,"PUJ",14492,"RDU",
1046.00,"Y4",13252,"MEX",14771,"SFO",
1046.00,"HU",12892,"LAX",11160,"CSX",
1046.00,"Y4",11874,"GDL",14771,"SFO",
1046.00,"WN",11292,"DEN",10846,"BZE",
1047.00,"BF",14771,"SFO",13943,"ORY",
1047.00,"OO",11433,"DTW",16149,"YOW",
1047.00,"CA",14286,"PTY",12266,"IAH",
1048.00,"3U",15277,"TNA",12892,"LAX",
