Latitude_x,Longitude_x,Latitude_y,Longitude_y,cumsum_proportion
17.6,-101.46,29.98,-95.34,0.928551
29.98,-95.34,43.68,-79.63,0.928588
45.47,-73.74,39.87,-75.24,0.928625
42.21,-83.35,19.44,-99.07,0.928662
47.45,-122.31,21.04,-86.88,0.928699
36.08,-115.15,-23.44,-46.47,0.928737
33.64,-84.43,45.47,-73.74,0.928774
29.98,-95.34,25.78,-100.11,0.928811
29.53,-98.47,25.78,-100.11,0.928848
25.79,-80.29,10.6,-61.34,0.928885
52.17,-106.7,33.43,-112.01,0.928922
25.79,-80.29,45.47,-73.74,0.928959
32.01,34.89,42.36,-71.01,0.928996
42.21,-83.35,34.86,136.8,0.929033
20.52,-103.31,39.5,-119.77,0.92907
42.21,-83.35,63.99,-22.61,0.929107
31.72,35.99,40.64,-73.78,0.929144
21.71,-102.32,33.94,-118.41,0.929181
26.07,-80.15,26.56,-78.7,0.929218
26.07,-80.15,10.6,-61.34,0.929255
28.43,-81.31,49.91,-97.24,0.929292
51.11,-114.02,21.32,-157.92,0.929329
25.79,-80.29,9.07,-79.38,0.929366
21.32,-157.92,51.11,-114.02,0.929403
25.78,-100.11,40.64,-73.78,0.92944
17.94,-76.79,40.64,-73.78,0.929477
20.52,-103.31,39.86,-104.67,0.929514
29.98,-95.34,14.06,-87.22,0.929551
45.59,-122.6,49.19,-123.18,0.929588
33.43,-112.01,20.52,-103.31,0.929625
39.86,-104.67,45.47,-73.74,0.929662
6.16,-75.42,26.07,-80.15,0.929699
37.62,-122.38,63.99,-22.61,0.929736
-2.16,-79.88,26.07,-80.15,0.929772
22.99,-82.41,33.64,-84.43,0.929809
41.41,-81.85,18.57,-68.36,0.929846
19.74,-156.05,49.19,-123.18,0.929883
60.12,11.05,28.43,-81.31,0.92992
10.59,-85.54,25.79,-80.29,0.929957
33.64,-84.43,22.99,-82.41,0.929994
37.72,-122.22,49.01,2.55,0.930031
51.47,-0.46,36.12,-86.68,0.930068
23.16,-106.27,32.9,-97.04,0.930104
39.86,-104.67,20.52,-103.31,0.930141
46.79,-71.39,40.69,-74.17,0.930178
33.94,-118.41,52.17,20.97,0.930215
60.12,11.05,28.43,-81.31,0.930252
26.51,-77.08,25.79,-80.29,0.930288
45.32,-75.67,41.98,-87.9,0.930325
9.07,-79.38,25.79,-80.29,0.930362
49.19,-123.18,40.79,-111.98,0.930399
40.64,-73.78,22.99,-82.41,0.930436
33.94,-118.41,19.85,-101.03,0.930472
33.83,-116.51,51.11,-114.02,0.930509
28.7,-105.96,32.9,-97.04,0.930546
28.43,-81.31,9.07,-79.38,0.930583
40.64,-73.78,17.94,-76.79,0.930619
25.78,-100.11,42.21,-83.35,0.930656
33.94,-118.41,30.58,103.95,0.930693
21.04,-86.88,39.3,-94.71,0.930729
19.74,-156.05,35.55,139.78,0.930766
37.74,-25.7,42.36,-71.01,0.930803
25.79,-80.29,6.5,-58.25,0.930839
26.07,-80.15,-1.38,-48.48,0.930876
33.64,-84.43,12.13,-68.27,0.930913
33.94,-118.41,20.68,-105.25,0.930949
21.71,-102.32,32.9,-97.04,0.930986
40.64,-73.78,22.99,-82.41,0.931023
21.04,-86.88,32.9,-97.04,0.931059
25.78,-100.11,29.53,-98.47,0.931096
28.43,-81.31,18.58,-72.29,0.931132
26.07,-80.15,-2.16,-79.88,0.931169
30.23,120.43,33.94,-118.41,0.931205
20.52,-103.31,35.21,-80.94,0.931242
20.52,-103.31,29.98,-95.34,0.931279
40.64,-73.78,6.16,-75.42,0.931315
26.56,-78.7,26.07,-80.15,0.931352
29.1,-111.05,33.43,-112.01,0.931388
33.64,-84.43,32.36,-64.68,0.931425
35.21,-80.94,19.44,-99.07,0.931461
21.04,-86.88,41.41,-81.85,0.931498
59.65,17.92,26.07,-80.15,0.931534
22.64,113.81,47.45,-122.31,0.931571
47.45,-122.31,21.04,-86.88,0.931607
45.47,-73.74,25.79,-80.29,0.931643
36.27,120.37,37.62,-122.38,0.93168
40.64,-73.78,55.62,12.66,0.931716
33.43,-112.01,20.52,-103.31,0.931753
42.21,-83.35,25.78,-100.11,0.931789
40.69,-74.17,63.99,-22.61,0.931825
13.07,-59.49,26.07,-80.15,0.931862
18.57,-68.36,41.41,-81.85,0.931898
32.73,-117.19,20.68,-105.25,0.931934
21.32,-157.92,51.11,-114.02,0.931971
45.47,-73.74,25.79,-80.29,0.932007
33.94,-118.41,20.99,-101.48,0.932043
25.79,-80.29,10.6,-66.99,0.932079
59.65,17.92,28.43,-81.31,0.932116
26.07,-80.15,22.49,-79.94,0.932152
63.99,-22.61,33.94,-118.41,0.932188
25.79,-80.29,51.29,6.77,0.932224
30.19,-97.67,43.68,-79.63,0.932261
26.07,-80.15,14.59,-61.0,0.932297
47.45,-122.31,20.68,-105.25,0.932333
22.99,-82.41,40.69,-74.17,0.932369
10.59,-85.54,44.88,-93.22,0.932406
42.36,-71.01,32.36,-64.68,0.932442
32.9,-97.04,20.52,-103.31,0.932478
40.64,-73.78,17.94,-76.79,0.932514
29.98,-95.34,15.45,-87.92,0.93255
32.36,-64.68,42.36,-71.01,0.932587
21.04,-86.88,29.98,-95.34,0.932623
25.08,121.23,13.48,144.8,0.932659
24.96,46.7,38.94,-77.46,0.932695
33.94,-118.41,31.74,118.86,0.932731
59.65,17.92,26.07,-80.15,0.932767
27.98,-82.53,45.47,-73.74,0.932804
43.68,-79.63,33.43,-112.01,0.93284
33.94,-118.41,31.74,118.86,0.932876
44.88,-93.22,23.16,-106.27,0.932912
25.78,-100.11,36.08,-115.15,0.932948
21.77,-72.27,26.07,-80.15,0.932984
28.43,-81.31,22.99,-82.41,0.93302
18.57,-68.36,38.75,-90.37,0.933056
32.9,-97.04,28.7,-105.96,0.933092
19.29,-81.36,27.98,-82.53,0.933128
40.64,-73.78,63.99,-22.61,0.933164
43.68,-79.63,40.64,-73.78,0.9332
49.19,-123.18,41.98,-87.9,0.933236
21.04,-86.88,39.3,-94.71,0.933272
41.98,-87.9,10.59,-85.54,0.933308
9.99,-84.21,33.94,-118.41,0.933344
40.69,-74.17,48.72,2.38,0.93338
21.77,-72.27,42.36,-71.01,0.933416
25.78,-100.11,42.21,-83.35,0.933452
30.23,120.43,15.12,145.73,0.933488
25.78,-100.11,29.98,-95.34,0.933523
50.43,-104.67,33.43,-112.01,0.933559
37.62,-122.38,30.58,103.95,0.933595
18.57,-68.36,38.75,-90.37,0.933631
41.26,69.28,40.64,-73.78,0.933667
40.64,-73.78,44.82,20.31,0.933703
26.07,-80.15,25.47,-76.68,0.933738
15.12,145.73,30.23,120.43,0.933774
25.04,-77.47,32.9,-97.04,0.93381
29.98,-95.34,21.04,-86.88,0.933846
41.3,2.08,37.72,-122.22,0.933881
12.14,-86.17,29.98,-95.34,0.933917
33.64,-84.43,20.99,-101.48,0.933953
42.21,-83.35,43.68,-79.63,0.933988
13.48,144.8,7.37,134.54,0.934024
33.94,-118.41,21.68,39.16,0.93406
33.94,-118.41,55.62,12.66,0.934095
19.74,-156.05,49.19,-123.18,0.934131
52.17,-106.7,33.43,-112.01,0.934166
49.19,-123.18,39.86,-104.67,0.934202
53.31,-113.58,36.08,-115.15,0.934237
44.82,20.31,40.64,-73.78,0.934273
36.08,-115.15,25.78,-100.11,0.934309
40.69,-74.17,17.14,-61.79,0.934344
10.59,-85.54,41.98,-87.9,0.93438
23.15,-109.72,33.68,-117.87,0.934415
25.79,-80.29,45.47,-73.74,0.934451
50.43,-104.67,33.43,-112.01,0.934486
-27.38,153.12,21.32,-157.92,0.934522
19.29,-81.36,39.87,-75.24,0.934557
22.49,-79.94,26.07,-80.15,0.934593
29.98,-95.34,21.71,-102.32,0.934628
20.52,-103.31,35.21,-80.94,0.934664
19.29,-81.36,40.64,-73.78,0.934699
15.12,145.73,30.23,120.43,0.934735
42.36,-71.01,40.47,-3.56,0.93477
49.19,-123.18,33.94,-118.41,0.934806
42.21,-83.35,20.68,-105.25,0.934841
42.36,-71.01,40.47,-3.56,0.934877
41.3,2.08,37.72,-122.22,0.934912
41.98,-87.9,45.47,-73.74,0.934947
38.75,-90.37,18.57,-68.36,0.934983
41.98,-87.9,49.91,-97.24,0.935018
40.69,-74.17,52.17,20.97,0.935054
55.62,12.66,33.94,-118.41,0.935089
42.36,-71.01,21.77,-72.27,0.935124
32.36,-64.68,42.36,-71.01,0.93516
40.69,-74.17,22.99,-82.41,0.935195
6.5,-58.25,25.79,-80.29,0.93523
30.23,120.43,15.12,145.73,0.935265
36.12,-86.68,43.68,-79.63,0.935301
9.07,-79.38,25.79,-80.29,0.935336
20.68,-105.25,32.73,-117.19,0.935371
40.79,-111.98,49.19,-123.18,0.935406
21.32,-157.92,40.08,116.58,0.935442
43.68,-79.63,33.83,-116.51,0.935477
26.07,-80.15,19.41,-70.6,0.935512
-23.44,-46.47,42.21,-83.35,0.935547
20.68,-105.25,47.45,-122.31,0.935583
25.78,-100.11,29.98,-95.34,0.935618
43.68,-79.63,29.98,-95.34,0.935653
12.14,-86.17,25.79,-80.29,0.935688
22.9,-102.69,41.79,-87.75,0.935723
49.91,-97.24,28.43,-81.31,0.935758
7.37,134.54,13.48,144.8,0.935793
40.79,-111.98,51.11,-114.02,0.935829
33.43,-112.01,20.52,-103.31,0.935864
43.68,-79.63,39.72,-86.29,0.935899
12.14,-86.17,29.98,-95.34,0.935934
49.19,-123.18,32.9,-97.04,0.935969
44.88,-93.22,20.52,-86.93,0.936004
37.62,-122.38,36.27,120.37,0.936039
43.68,-79.63,28.43,-81.31,0.936074
43.68,-79.63,42.21,-83.35,0.936109
20.99,-101.48,33.94,-118.41,0.936144
49.19,-123.18,45.59,-122.6,0.936179
39.87,-75.24,45.47,-73.74,0.936214
38.94,-77.46,33.37,-7.59,0.936249
-8.13,-34.92,25.79,-80.29,0.936284
33.94,-118.41,49.19,-123.18,0.936319
39.5,-119.77,20.52,-103.31,0.936354
49.19,-123.18,37.62,-122.38,0.936389
38.75,-90.37,18.57,-68.36,0.936424
26.07,-80.15,21.77,-72.27,0.936459
25.47,-76.68,26.07,-80.15,0.936494
19.29,-81.36,40.64,-73.78,0.936528
53.31,-113.58,20.9,-156.43,0.936563
26.07,-80.15,19.41,-70.6,0.936598
10.6,-61.34,26.07,-80.15,0.936633
49.91,-97.24,41.98,-87.9,0.936668
49.19,-123.18,38.7,-121.59,0.936703
28.43,-81.31,60.12,11.05,0.936738
40.0,-82.89,43.68,-79.63,0.936772
45.47,-73.74,40.69,-74.17,0.936807
63.99,-22.61,40.64,-73.78,0.936842
15.12,145.73,30.23,120.43,0.936877
20.52,-103.31,33.64,-84.43,0.936911
7.37,134.54,13.48,144.8,0.936946
40.79,-111.98,51.11,-114.02,0.936981
37.62,-122.38,63.99,-22.61,0.937016
40.47,-3.56,42.36,-71.01,0.93705
22.99,-82.41,29.98,-95.34,0.937085
33.94,-118.41,41.8,12.24,0.93712
49.01,2.55,37.72,-122.22,0.937154
33.94,-118.41,8.98,38.8,0.937189
32.36,-64.68,33.64,-84.43,0.937224
49.19,-123.18,45.59,-122.6,0.937258
20.68,-105.25,40.69,-74.17,0.937293
33.43,-112.01,52.17,-106.7,0.937328
23.16,-106.27,32.9,-97.04,0.937362
28.43,-81.31,-23.44,-46.47,0.937397
33.64,-84.43,20.52,-103.31,0.937432
29.53,-98.47,19.44,-99.07,0.937466
41.98,-87.9,8.98,38.8,0.937501
29.98,-95.34,21.71,-102.32,0.937535
42.21,-83.35,25.78,-100.11,0.93757
25.78,-100.11,33.94,-118.41,0.937605
45.47,-73.74,33.64,-84.43,0.937639
33.94,-118.41,49.19,-123.18,0.937674
26.07,-80.15,18.58,-72.29,0.937708
28.43,-81.31,49.91,-97.24,0.937743
18.57,-68.36,42.36,-71.01,0.937777
40.78,-73.87,45.32,-75.67,0.937812
13.44,-89.06,29.98,-95.34,0.937846
19.44,-99.07,40.64,-73.78,0.937881
33.94,-118.41,25.78,-100.11,0.937915
47.45,-122.31,20.68,-105.25,0.93795
43.68,-79.63,39.72,-86.29,0.937984
43.68,-79.63,35.21,-80.94,0.938019
42.21,-83.35,34.86,136.8,0.938053
18.57,-68.36,41.98,-87.9,0.938087
40.79,-111.98,20.52,-103.31,0.938122
39.5,-119.77,20.52,-103.31,0.938156
20.99,-101.48,41.98,-87.9,0.938191
39.3,-94.71,21.04,-86.88,0.938225
40.69,-74.17,52.17,20.97,0.938259
53.31,-113.58,20.9,-156.43,0.938294
25.47,-76.68,26.07,-80.15,0.938328
40.64,-73.78,14.58,-90.53,0.938362
26.07,-80.15,26.51,-77.08,0.938397
17.6,-101.46,29.98,-95.34,0.938431
16.27,-61.53,26.07,-80.15,0.938465
26.07,-80.15,19.29,-81.36,0.938499
43.68,-79.63,33.83,-116.51,0.938534
36.12,-86.68,51.47,-0.46,0.938568
33.43,-112.01,43.68,-79.63,0.938602
25.79,-80.29,-8.13,-34.92,0.938637
49.19,-123.18,40.79,-111.98,0.938671
44.88,-63.51,42.36,-71.01,0.938705
41.5,-74.1,55.95,-3.37,0.938739
37.62,-122.38,30.58,103.95,0.938774
40.64,-73.78,40.47,-3.56,0.938808
53.35,-2.27,29.98,-95.34,0.938842
32.9,-97.04,23.16,-106.27,0.938876
53.42,-6.27,47.45,-122.31,0.93891
45.32,-75.67,41.98,-87.9,0.938945
47.45,-122.31,53.42,-6.27,0.938979
22.31,113.92,15.12,145.73,0.939013
37.72,-122.22,23.15,-109.72,0.939047
14.58,-90.53,40.69,-74.17,0.939081
33.94,-118.41,20.68,-105.25,0.939115
32.9,-97.04,49.19,-123.18,0.939149
20.68,-105.25,33.94,-118.41,0.939183
53.35,-2.27,28.43,-81.31,0.939218
44.88,-63.51,28.43,-81.31,0.939252
40.64,-73.78,43.68,-79.63,0.939286
19.44,-99.07,29.53,-98.47,0.93932
10.56,-71.73,25.79,-80.29,0.939354
33.64,-84.43,20.62,-100.19,0.939388
10.6,-66.99,25.79,-80.29,0.939422
49.19,-123.18,32.9,-97.04,0.939456
45.47,-73.74,32.9,-97.04,0.939489
9.07,-79.38,29.99,-90.26,0.939523
25.78,-100.11,36.08,-115.15,0.939557
-8.13,-34.92,25.79,-80.29,0.939591
40.69,-74.17,41.25,-8.68,0.939625
25.79,-80.29,15.45,-87.92,0.939659
33.83,-116.51,49.19,-123.18,0.939693
26.51,-77.08,26.07,-80.15,0.939727
39.3,-94.71,21.04,-86.88,0.939761
49.19,-123.18,45.59,-122.6,0.939795
27.98,-82.53,19.29,-81.36,0.939829
39.87,-75.24,45.47,-73.74,0.939862
38.94,-77.46,24.96,46.7,0.939896
41.98,-87.9,19.29,-81.36,0.93993
43.68,-79.63,36.12,-86.68,0.939964
51.15,-0.19,27.98,-82.53,0.939998
10.59,-85.54,25.79,-80.29,0.940031
26.07,-80.15,18.57,-68.36,0.940065
63.99,-22.61,37.62,-122.38,0.940099
12.5,-70.02,41.98,-87.9,0.940133
29.98,-95.34,43.68,-79.63,0.940167
45.47,-73.74,41.98,-87.9,0.9402
20.52,-103.31,39.5,-119.77,0.940234
26.07,-80.15,16.27,-61.53,0.940268
25.79,-80.29,9.07,-79.38,0.940302
32.9,-97.04,21.71,-102.32,0.940336
38.94,-77.46,53.42,-6.27,0.940369
38.94,-77.46,21.68,39.16,0.940403
33.94,-118.41,22.9,-102.69,0.940437
32.9,-97.04,19.85,-101.03,0.94047
37.36,-121.93,19.85,-101.03,0.940504
32.9,-97.04,28.7,-105.96,0.940538
36.08,-115.15,25.78,-100.11,0.940572
20.52,-103.31,32.9,-97.04,0.940605
26.51,-77.08,25.79,-80.29,0.940639
37.62,-122.38,53.31,-113.58,0.940673
21.04,-86.88,39.3,-94.71,0.940706
40.69,-74.17,45.47,-73.74,0.94074
33.43,-112.01,29.1,-111.05,0.940774
28.43,-81.31,44.88,-63.51,0.940807
28.43,-81.31,45.47,-73.74,0.940841
40.69,-74.17,41.25,-8.68,0.940875
39.3,-94.71,21.04,-86.88,0.940908
23.15,-109.72,37.72,-122.22,0.940942
33.43,-112.01,23.16,-106.27,0.940976
33.94,-118.41,22.64,113.81,0.941009
20.68,-105.25,32.73,-117.19,0.941043
20.52,-103.31,39.86,-104.67,0.941076
49.19,-123.18,37.62,-122.38,0.94111
30.58,103.95,37.62,-122.38,0.941143
-3.78,-38.53,28.43,-81.31,0.941177
33.94,-118.41,52.17,20.97,0.941211
38.78,-9.14,40.64,-73.78,0.941244
23.16,-106.27,33.43,-112.01,0.941278
45.32,-75.67,40.78,-73.87,0.941311
41.41,-81.85,21.04,-86.88,0.941345
45.63,8.73,40.64,-73.78,0.941378
43.63,-79.4,38.94,-77.46,0.941412
25.79,-80.29,45.47,-73.74,0.941445
28.43,-81.31,22.99,-82.41,0.941479
33.94,-118.41,13.44,-89.06,0.941512
40.69,-74.17,14.58,-90.53,0.941546
55.62,12.66,40.64,-73.78,0.941579
42.36,-71.01,13.44,-89.06,0.941613
41.98,-87.9,45.32,-75.67,0.941646
21.68,39.16,33.94,-118.41,0.94168
41.26,69.28,40.64,-73.78,0.941713
19.85,-101.03,32.9,-97.04,0.941746
18.57,-68.36,26.07,-80.15,0.94178
42.36,-71.01,32.36,-64.68,0.941813
27.98,-82.53,45.32,-75.67,0.941847
40.79,-111.98,49.19,-123.18,0.94188
19.29,-81.36,41.98,-87.9,0.941914
20.9,-156.43,53.31,-113.58,0.941947
30.58,103.95,37.62,-122.38,0.94198
47.45,-122.31,22.64,113.81,0.942014
52.31,4.76,28.78,-81.24,0.942047
53.31,-113.58,33.43,-112.01,0.94208
47.45,-122.31,22.64,113.81,0.942114
40.69,-74.17,22.99,-82.41,0.942147
17.14,-61.79,40.69,-74.17,0.94218
44.88,-93.22,53.31,-113.58,0.942214
42.36,-71.01,13.44,-89.06,0.942247
33.68,-117.87,23.15,-109.72,0.94228
32.9,-97.04,45.47,-73.74,0.942313
51.11,-114.02,40.79,-111.98,0.942347
29.98,-95.34,20.52,-103.31,0.94238
43.68,-79.63,32.9,-97.04,0.942413
45.47,-73.74,33.43,-112.01,0.942446
20.99,-101.48,33.94,-118.41,0.94248
19.73,-72.19,25.79,-80.29,0.942513
45.32,-75.67,40.69,-74.17,0.942546
43.68,-79.63,35.21,-80.94,0.942579
14.58,-90.53,40.69,-74.17,0.942612
53.31,-113.58,37.62,-122.38,0.942645
51.11,-114.02,40.79,-111.98,0.942678
42.36,-71.01,44.88,-63.51,0.942712
22.99,-82.41,40.69,-74.17,0.942745
41.25,-8.68,40.69,-74.17,0.942778
14.58,-90.53,40.64,-73.78,0.942811
37.62,-122.38,-17.76,177.44,0.942844
6.5,-58.25,25.79,-80.29,0.942877
29.98,-95.34,17.6,-101.46,0.94291
12.5,-70.02,41.98,-87.9,0.942943
40.79,-111.98,49.19,-123.18,0.942976
32.9,-97.04,28.7,-105.96,0.943009
19.29,-81.36,26.07,-80.15,0.943042
18.44,-66.0,18.57,-68.36,0.943075
33.43,-112.01,23.16,-106.27,0.943108
45.47,-73.74,39.87,-75.24,0.943141
33.43,-112.01,20.52,-103.31,0.943174
32.9,-97.04,13.44,-89.06,0.943207
7.37,134.54,13.48,144.8,0.94324
40.08,116.58,21.32,-157.92,0.943273
41.98,-87.9,21.77,-72.27,0.943306
51.29,6.77,26.54,-81.76,0.943338
38.85,-77.04,45.47,-73.74,0.943371
25.04,-77.47,28.43,-81.31,0.943404
26.07,-80.15,14.59,-61.0,0.943437
29.98,-95.34,22.99,-82.41,0.94347
40.69,-74.17,14.58,-90.53,0.943503
44.88,-63.51,40.69,-74.17,0.943536
-17.55,-149.61,33.94,-118.41,0.943568
25.78,-100.11,42.21,-83.35,0.943601
52.17,-106.7,33.43,-112.01,0.943634
17.6,-101.46,29.98,-95.34,0.943667
32.9,-97.04,45.47,-73.74,0.9437
33.43,-112.01,50.43,-104.67,0.943733
35.21,-80.94,43.68,-79.63,0.943765
49.19,-123.18,40.79,-111.98,0.943798
28.43,-81.31,25.04,-77.47,0.943831
23.15,-109.72,42.21,-83.35,0.943864
51.29,6.77,26.54,-81.76,0.943896
63.99,-22.61,40.69,-74.17,0.943929
26.07,-80.15,26.56,-78.7,0.943962
41.98,-87.9,12.5,-70.02,0.943995
25.79,-80.29,46.79,-71.39,0.944027
44.88,-93.22,10.59,-85.54,0.94406
21.77,-72.27,26.07,-80.15,0.944093
20.68,-105.25,33.94,-118.41,0.944125
21.77,-72.27,39.87,-75.24,0.944158
45.59,-122.6,49.19,-123.18,0.944191
41.98,-87.9,45.32,-75.67,0.944223
16.27,-61.53,26.07,-80.15,0.944256
19.44,-99.07,39.86,-104.67,0.944288
38.94,-77.46,13.44,-89.06,0.944321
38.75,-90.37,18.57,-68.36,0.944353
8.98,38.8,41.98,-87.9,0.944386
41.25,-8.68,40.69,-74.17,0.944418
28.43,-81.31,19.44,-99.07,0.944451
22.99,-82.41,29.98,-95.34,0.944483
37.36,-121.93,19.85,-101.03,0.944516
19.44,-99.07,28.43,-81.31,0.944549
13.44,-89.06,38.94,-77.46,0.944581
33.94,-118.41,-17.55,-149.61,0.944614
29.98,-95.34,13.44,-89.06,0.944646
32.9,-97.04,23.16,-106.27,0.944679
45.32,-75.67,28.43,-81.31,0.944711
-23.44,-46.47,36.08,-115.15,0.944744
21.32,-157.92,43.68,-79.63,0.944776
14.58,-90.53,25.79,-80.29,0.944808
38.94,-77.46,24.96,46.7,0.944841
21.04,-86.88,30.19,-97.67,0.944873
28.43,-81.31,46.79,-71.39,0.944906
45.47,-73.74,33.43,-112.01,0.944938
43.68,-79.63,21.32,-157.92,0.944971
38.7,-121.59,49.19,-123.18,0.945003
38.94,-77.46,53.42,-6.27,0.945035
18.57,-68.36,41.41,-81.85,0.945068
45.47,-73.74,39.87,-75.24,0.9451
12.13,-68.27,25.79,-80.29,0.945132
33.64,-84.43,20.62,-100.19,0.945165
41.79,-87.75,20.99,-101.48,0.945197
42.21,-83.35,25.78,-100.11,0.945229
33.94,-118.41,20.99,-101.48,0.945262
32.9,-97.04,49.19,-123.18,0.945294
39.87,-75.24,48.35,11.79,0.945326
42.21,-83.35,23.15,-109.72,0.945358
45.59,-122.6,49.19,-123.18,0.94539
46.79,-71.39,28.43,-81.31,0.945423
43.68,-79.63,41.94,-72.68,0.945455
40.64,-73.78,19.29,-81.36,0.945487
21.04,-86.88,37.62,-122.38,0.945519
22.31,113.92,13.48,144.8,0.945551
35.21,-80.94,20.52,-103.31,0.945584
12.19,-68.96,40.64,-73.78,0.945616
20.9,-156.43,53.31,-113.58,0.945648
29.98,-95.34,25.78,-100.11,0.94568
63.99,-22.61,44.88,-93.22,0.945712
42.21,-83.35,18.5,-77.91,0.945744
33.83,-116.51,43.68,-79.63,0.945776
41.98,-87.9,49.19,-123.18,0.945808
25.79,-80.29,6.5,-58.25,0.94584
43.68,-79.63,18.44,-66.0,0.945873
23.16,-106.27,44.88,-93.22,0.945905
39.72,-86.29,49.01,2.55,0.945937
40.64,-73.78,41.26,69.28,0.945969
59.65,17.92,28.43,-81.31,0.946001
14.58,-90.53,29.98,-95.34,0.946033
20.62,-100.19,33.64,-84.43,0.946065
43.68,-79.63,41.94,-72.68,0.946097
33.94,-118.41,20.99,-101.48,0.946129
20.68,-105.25,29.98,-95.34,0.946161
40.64,-73.78,41.26,69.28,0.946193
45.32,-75.67,40.78,-73.87,0.946225
18.5,-77.91,42.21,-83.35,0.946257
55.62,12.66,26.07,-80.15,0.946289
29.98,-95.34,12.14,-86.17,0.946321
12.14,-86.17,29.98,-95.34,0.946353
53.31,-113.58,44.88,-93.22,0.946385
47.45,-122.31,49.01,2.55,0.946417
38.7,-121.59,49.19,-123.18,0.946449
4.45,-75.77,26.07,-80.15,0.946481
29.98,-95.34,17.6,-101.46,0.946513
9.07,-79.38,25.79,-80.29,0.946545
14.58,-90.53,29.98,-95.34,0.946577
22.9,-102.69,41.79,-87.75,0.946609
25.04,-77.47,28.43,-81.31,0.946641
41.98,-87.9,51.11,-114.02,0.946672
-17.76,177.44,37.62,-122.38,0.946704
21.32,-157.92,40.08,116.58,0.946736
28.43,-81.31,59.65,17.92,0.946768
22.9,-102.69,33.94,-118.41,0.9468
-2.16,-79.88,26.07,-80.15,0.946832
16.27,-61.53,26.07,-80.15,0.946864
33.43,-112.01,53.31,-113.58,0.946895
41.79,-87.75,22.9,-102.69,0.946927
19.09,72.87,40.64,-73.78,0.946959
25.79,-80.29,14.58,-90.53,0.946991
28.43,-81.31,18.43,-69.67,0.947023
40.64,-73.78,45.47,-73.74,0.947054
40.64,-73.78,25.08,121.23,0.947086
45.47,-73.74,39.86,-104.67,0.947118
39.87,-75.24,21.77,-72.27,0.94715
38.94,-77.46,48.35,11.79,0.947182
40.64,-73.78,14.58,-90.53,0.947213
-33.95,151.18,40.64,-73.78,0.947245
25.79,-80.29,12.13,-68.27,0.947277
13.48,144.8,22.31,113.92,0.947308
25.79,-80.29,25.47,-76.68,0.94734
45.47,-73.74,26.54,-81.76,0.947372
38.94,-77.46,43.63,-79.4,0.947403
53.31,-113.58,36.08,-115.15,0.947435
42.21,-83.35,20.68,-105.25,0.947466
33.43,-112.01,45.47,-73.74,0.947498
33.94,-118.41,22.64,113.81,0.947529
42.36,-71.01,13.44,-89.06,0.947561
33.43,-112.01,45.47,-73.74,0.947592
43.68,-79.63,29.98,-95.34,0.947624
41.41,-81.85,18.57,-68.36,0.947655
25.79,-80.29,26.51,-77.08,0.947687
37.72,-122.22,49.01,2.55,0.947718
33.68,-117.87,23.15,-109.72,0.94775
32.9,-97.04,43.68,-79.63,0.947781
25.57,-103.41,32.9,-97.04,0.947813
8.98,38.8,33.94,-118.41,0.947844
13.44,-89.06,40.64,-73.78,0.947875
20.68,-105.25,42.21,-83.35,0.947907
13.44,-89.06,26.07,-80.15,0.947938
45.47,-73.74,39.87,-75.24,0.947969
33.68,-117.87,23.15,-109.72,0.948001
40.78,-73.87,45.32,-75.67,0.948032
28.43,-81.31,-3.78,-38.53,0.948064
37.62,-122.38,49.19,-123.18,0.948095
29.98,-95.34,12.14,-86.17,0.948126
28.43,-81.31,44.88,-63.51,0.948157
26.07,-80.15,22.49,-79.94,0.948189
25.78,-100.11,29.53,-98.47,0.94822
49.19,-123.18,37.62,-122.38,0.948251
23.15,-109.72,42.21,-83.35,0.948282
19.44,-99.07,30.19,-97.67,0.948313
25.79,-80.29,60.12,11.05,0.948345
40.64,-73.78,19.29,-81.36,0.948376
39.87,-75.24,19.29,-81.36,0.948407
38.94,-77.46,13.44,-89.06,0.948438
53.31,-113.58,33.31,-111.65,0.948469
32.9,-97.04,23.16,-106.27,0.9485
17.23,78.43,41.98,-87.9,0.948532
29.98,-95.34,43.68,-79.63,0.948563
-23.44,-46.47,28.43,-81.31,0.948594
37.62,-122.38,48.72,2.38,0.948625
40.64,-73.78,25.78,-100.11,0.948656
41.94,-72.68,43.68,-79.63,0.948687
40.64,-73.78,17.14,-61.79,0.948718
51.11,-114.02,33.83,-116.51,0.948749
25.79,-80.29,43.68,-79.63,0.94878
21.04,-86.88,40.49,-80.23,0.948812
43.68,-79.63,32.9,-97.04,0.948843
28.19,113.22,33.94,-118.41,0.948874
49.19,-123.18,38.7,-121.59,0.948905
32.9,-97.04,45.47,-73.74,0.948936
29.72,106.64,40.64,-73.78,0.948967
28.43,-81.31,43.68,-79.63,0.948998
25.79,-80.29,12.14,-86.17,0.949029
41.98,-87.9,4.7,-74.15,0.94906
40.64,-73.78,19.29,-81.36,0.949091
19.29,-81.36,32.9,-97.04,0.949122
25.79,-80.29,10.59,-85.54,0.949153
25.08,121.23,40.64,-73.78,0.949184
27.98,-82.53,51.15,-0.19,0.949215
45.47,-73.74,32.9,-97.04,0.949246
24.96,46.7,38.94,-77.46,0.949276
37.62,-122.38,21.04,-86.88,0.949307
26.51,-77.08,25.79,-80.29,0.949338
