Latitude_x,Longitude_x,Latitude_y,Longitude_y,cumsum_proportion
-12.02,-77.11,25.79,-80.29,0.36709
18.57,-68.36,44.88,-93.22,0.367251
25.79,-80.29,13.07,-59.49,0.367411
-37.01,174.79,37.62,-122.38,0.367572
49.19,-123.18,32.9,-97.04,0.367732
10.59,-85.54,29.98,-95.34,0.367892
21.04,-86.88,39.87,-75.24,0.368052
51.47,-0.46,40.64,-73.78,0.368213
41.98,-87.9,24.43,54.65,0.368373
52.31,4.76,40.64,-73.78,0.368533
22.31,113.92,37.62,-122.38,0.368693
37.62,-122.38,-37.01,174.79,0.368853
39.86,-104.67,21.04,-86.88,0.369013
37.62,-122.38,22.31,113.92,0.369173
51.47,-0.46,33.94,-118.41,0.369333
21.32,-157.92,34.43,135.24,0.369493
41.98,-87.9,20.68,-105.25,0.369653
22.31,113.92,32.9,-97.04,0.369813
23.15,-109.72,29.98,-95.34,0.369972
-33.95,151.18,33.94,-118.41,0.370132
36.08,-115.15,51.47,-0.46,0.370292
42.36,-71.01,50.03,8.57,0.370451
26.07,-80.15,25.04,-77.47,0.370611
37.47,126.45,42.21,-83.35,0.37077
51.47,-0.46,41.98,-87.9,0.370929
47.46,8.55,37.62,-122.38,0.371089
49.19,-123.18,37.62,-122.38,0.371248
49.01,2.55,40.64,-73.78,0.371407
32.9,-97.04,49.19,-123.18,0.371566
-0.13,-78.36,25.79,-80.29,0.371726
40.69,-74.17,53.42,-6.27,0.371885
37.62,-122.38,49.01,2.55,0.372044
19.44,-99.07,41.98,-87.9,0.372203
37.62,-122.38,51.47,-0.46,0.372362
37.62,-122.38,41.28,28.75,0.372521
35.21,-80.94,51.47,-0.46,0.37268
37.62,-122.38,47.46,8.55,0.372838
47.45,-122.31,49.19,-123.18,0.372997
13.44,-89.06,29.98,-95.34,0.373156
40.64,-73.78,21.04,-86.88,0.373314
47.45,-122.31,63.99,-22.61,0.373473
25.79,-80.29,-0.13,-78.36,0.373632
40.64,-73.78,49.01,2.55,0.37379
18.57,-68.36,35.21,-80.94,0.373948
25.25,55.36,29.98,-95.34,0.374107
-33.95,151.18,33.94,-118.41,0.374265
-37.67,144.84,33.94,-118.41,0.374423
37.62,-122.38,19.44,-99.07,0.374581
33.94,-118.41,-27.38,153.12,0.37474
40.69,-74.17,19.44,-99.07,0.374898
53.42,-6.27,40.69,-74.17,0.375056
37.62,-122.38,9.07,-79.38,0.375214
21.04,-86.88,40.64,-73.78,0.375372
40.64,-73.78,18.57,-68.36,0.375529
52.31,4.76,37.62,-122.38,0.375687
40.64,-73.78,18.57,-68.36,0.375845
14.58,-90.53,33.64,-84.43,0.376002
32.9,-97.04,43.68,-79.63,0.37616
29.98,-95.34,50.03,8.57,0.376317
25.08,121.23,47.45,-122.31,0.376474
12.5,-70.02,40.64,-73.78,0.376632
49.19,-123.18,33.83,-116.51,0.376789
37.47,126.45,33.64,-84.43,0.376946
50.03,8.57,29.98,-95.34,0.377104
29.23,47.97,40.64,-73.78,0.377261
42.36,-71.01,49.01,2.55,0.377418
37.47,126.45,33.64,-84.43,0.377575
42.21,-83.35,35.76,140.39,0.377732
25.79,-80.29,13.07,-59.49,0.37789
21.04,-86.88,40.64,-73.78,0.378047
40.64,-73.78,28.57,77.1,0.378204
38.94,-77.46,9.07,-79.38,0.378361
37.47,126.45,42.21,-83.35,0.378518
41.8,12.24,40.69,-74.17,0.378675
33.83,-116.51,49.19,-123.18,0.378832
40.08,116.58,37.62,-122.38,0.378988
49.01,2.55,37.62,-122.38,0.379145
43.68,-79.63,33.43,-112.01,0.379302
9.07,-79.38,25.79,-80.29,0.379459
41.98,-87.9,25.27,51.61,0.379615
21.32,-157.92,49.19,-123.18,0.379772
22.31,113.92,37.62,-122.38,0.379929
38.94,-77.46,18.57,-68.36,0.380085
33.94,-118.41,51.47,-0.46,0.380242
51.15,-0.19,42.36,-71.01,0.380398
33.94,-118.41,1.35,103.99,0.380555
40.69,-74.17,9.99,-84.21,0.380711
20.68,-105.25,33.43,-112.01,0.380868
39.86,-104.67,21.04,-86.88,0.381024
47.45,-122.31,25.08,121.23,0.38118
29.98,-95.34,51.11,-114.02,0.381336
26.07,-80.15,-23.01,-47.13,0.381493
33.94,-118.41,25.25,55.36,0.381649
49.19,-123.18,47.45,-122.31,0.381805
49.19,-123.18,37.62,-122.38,0.381961
50.03,8.57,41.98,-87.9,0.382117
37.62,-122.38,22.31,113.92,0.382273
40.64,-73.78,13.07,-59.49,0.382429
32.9,-97.04,49.19,-123.18,0.382585
52.31,4.76,33.64,-84.43,0.382741
42.36,-71.01,25.25,55.36,0.382896
28.43,-81.31,50.03,8.57,0.383052
45.47,-73.74,33.64,-84.43,0.383208
33.83,-116.51,49.19,-123.18,0.383363
35.55,139.78,33.94,-118.41,0.383519
33.94,-118.41,35.55,139.78,0.383675
18.43,-69.67,18.44,-66.0,0.38383
40.64,-73.78,10.6,-61.34,0.383986
51.47,-0.46,29.98,-95.34,0.384141
37.62,-122.38,19.44,-99.07,0.384297
-33.39,-70.79,32.9,-97.04,0.384452
33.94,-118.41,51.47,-0.46,0.384607
-0.13,-78.36,25.79,-80.29,0.384762
25.78,-100.11,29.98,-95.34,0.384917
17.94,-76.79,26.07,-80.15,0.385072
18.57,-68.36,44.88,-93.22,0.385227
41.98,-87.9,19.44,-99.07,0.385382
41.98,-87.9,25.25,55.36,0.385537
51.15,-0.19,33.94,-118.41,0.385692
51.11,-114.02,29.98,-95.34,0.385847
25.27,51.61,38.94,-77.46,0.386002
49.01,2.55,38.94,-77.46,0.386157
33.94,-118.41,22.31,113.92,0.386312
41.98,-87.9,51.47,-0.46,0.386466
41.28,28.75,37.62,-122.38,0.38662
21.04,-86.88,39.87,-75.24,0.386775
25.79,-80.29,-2.16,-79.88,0.386929
37.62,-122.38,31.14,121.81,0.387084
25.79,-80.29,51.47,-0.46,0.387238
21.32,-157.92,37.47,126.45,0.387392
-34.82,-58.54,25.79,-80.29,0.387546
41.98,-87.9,25.27,51.61,0.3877
28.43,-81.31,50.03,8.57,0.387854
39.87,-75.24,21.04,-86.88,0.388008
33.94,-118.41,51.15,-0.19,0.388162
36.08,-115.15,49.19,-123.18,0.388316
13.07,-59.49,25.79,-80.29,0.38847
21.32,-157.92,34.43,135.24,0.388624
50.03,8.57,38.94,-77.46,0.388778
39.86,-104.67,50.03,8.57,0.388931
28.43,-81.31,51.15,-0.19,0.389085
37.47,126.45,32.9,-97.04,0.389239
35.76,140.39,40.69,-74.17,0.389392
40.64,-73.78,21.04,-86.88,0.389546
20.9,-156.43,49.19,-123.18,0.3897
49.19,-123.18,32.9,-97.04,0.389853
51.47,-0.46,39.86,-104.67,0.390007
33.94,-118.41,-33.95,151.18,0.39016
38.94,-77.46,50.03,8.57,0.390313
37.62,-122.38,21.04,-86.88,0.390467
42.21,-83.35,37.47,126.45,0.39062
18.5,-77.91,26.07,-80.15,0.390773
25.79,-80.29,19.29,-81.36,0.390926
39.18,-76.67,18.5,-77.91,0.39108
18.5,-77.91,39.18,-76.67,0.391233
39.18,-76.67,18.5,-77.91,0.391385
21.04,-86.88,33.94,-118.41,0.391538
37.62,-122.38,-37.01,174.79,0.391691
40.64,-73.78,30.12,31.41,0.391844
33.94,-118.41,35.76,140.39,0.391997
25.25,55.36,40.69,-74.17,0.392149
14.58,-90.53,29.98,-95.34,0.392302
35.21,-80.94,43.68,-79.63,0.392454
40.08,116.58,33.94,-118.41,0.392607
40.64,-73.78,13.07,-59.49,0.392759
33.64,-84.43,37.47,126.45,0.392912
-26.14,28.25,33.64,-84.43,0.393064
-33.39,-70.79,40.64,-73.78,0.393216
47.45,-122.31,52.31,4.76,0.393368
25.79,-80.29,-33.39,-70.79,0.393521
-33.95,151.18,37.62,-122.38,0.393673
52.31,4.76,37.62,-122.38,0.393825
28.57,77.1,40.64,-73.78,0.393977
33.94,-118.41,22.31,113.92,0.394129
18.43,-69.67,18.44,-66.0,0.394281
10.6,-61.34,40.64,-73.78,0.394433
33.64,-84.43,37.47,126.45,0.394584
35.76,140.39,47.45,-122.31,0.394736
40.64,-73.78,25.04,-77.47,0.394888
52.31,4.76,40.64,-73.78,0.39504
33.64,-84.43,14.58,-90.53,0.395191
33.94,-118.41,41.28,28.75,0.395343
42.36,-71.01,25.27,51.61,0.395495
38.94,-77.46,25.25,55.36,0.395646
47.45,-122.31,25.25,55.36,0.395798
49.01,2.55,37.62,-122.38,0.395949
41.98,-87.9,41.28,28.75,0.3961
40.64,-73.78,37.47,126.45,0.396252
41.28,28.75,38.94,-77.46,0.396403
35.55,139.78,33.94,-118.41,0.396554
25.79,-80.29,-0.13,-78.36,0.396705
8.98,38.8,38.94,-77.46,0.396856
18.44,-66.0,18.43,-69.67,0.397007
33.94,-118.41,35.55,139.78,0.397159
-27.38,153.12,33.94,-118.41,0.39731
49.01,2.55,33.94,-118.41,0.397461
31.14,121.81,32.9,-97.04,0.397611
33.43,-112.01,20.68,-105.25,0.397762
18.44,-66.0,18.43,-69.67,0.397913
32.9,-97.04,-33.95,151.18,0.398064
21.04,-86.88,33.94,-118.41,0.398215
50.03,8.57,38.94,-77.46,0.398365
22.31,113.92,32.9,-97.04,0.398516
17.94,-76.79,26.07,-80.15,0.398667
21.32,-157.92,34.43,135.24,0.398817
49.01,2.55,40.64,-73.78,0.398967
37.47,126.45,21.32,-157.92,0.399118
40.69,-74.17,18.5,-77.91,0.399268
-23.44,-46.47,40.64,-73.78,0.399418
17.94,-76.79,40.64,-73.78,0.399569
20.9,-156.43,49.19,-123.18,0.399719
26.07,-80.15,17.94,-76.79,0.399869
37.62,-122.38,37.47,126.45,0.40002
33.43,-112.01,43.68,-79.63,0.40017
33.94,-118.41,22.31,113.92,0.40032
35.76,140.39,37.62,-122.38,0.40047
40.64,-73.78,25.08,121.23,0.40062
44.88,-93.22,49.01,2.55,0.400769
19.09,72.87,40.69,-74.17,0.400919
40.64,-73.78,18.58,-72.29,0.401069
40.64,-73.78,18.57,-68.36,0.401219
40.64,-73.78,49.01,2.55,0.401368
51.47,-0.46,47.45,-122.31,0.401518
31.14,121.81,33.94,-118.41,0.401667
37.47,126.45,33.64,-84.43,0.401817
42.36,-71.01,52.31,4.76,0.401966
9.99,-84.21,40.69,-74.17,0.402115
19.44,-99.07,33.94,-118.41,0.402264
43.68,-79.63,32.9,-97.04,0.402413
51.11,-114.02,33.94,-118.41,0.402562
21.32,-157.92,35.76,140.39,0.402712
13.07,-59.49,40.64,-73.78,0.402861
28.57,77.1,37.62,-122.38,0.40301
37.62,-122.38,37.47,126.45,0.403159
33.94,-118.41,52.31,4.76,0.403308
20.68,-105.25,33.43,-112.01,0.403457
39.86,-104.67,49.19,-123.18,0.403606
-23.44,-46.47,32.9,-97.04,0.403755
50.03,8.57,37.62,-122.38,0.403904
40.69,-74.17,50.03,8.57,0.404052
29.98,-95.34,4.7,-74.15,0.404201
43.68,-79.63,33.43,-112.01,0.40435
37.62,-122.38,49.19,-123.18,0.404499
37.62,-122.38,40.08,116.58,0.404647
26.07,-80.15,18.58,-72.29,0.404796
37.47,126.45,40.64,-73.78,0.404944
10.59,-85.54,33.64,-84.43,0.405093
32.01,34.89,40.64,-73.78,0.405241
37.62,-122.38,50.03,8.57,0.40539
-33.95,151.18,33.94,-118.41,0.405538
29.98,-95.34,13.44,-89.06,0.405687
40.64,-73.78,32.01,34.89,0.405835
33.94,-118.41,51.15,-0.19,0.405984
35.76,140.39,42.21,-83.35,0.406132
10.6,-66.99,25.79,-80.29,0.406281
35.76,140.39,33.64,-84.43,0.406429
47.45,-122.31,49.19,-123.18,0.406577
51.47,-0.46,40.69,-74.17,0.406725
26.07,-80.15,17.94,-76.79,0.406874
40.64,-73.78,-33.39,-70.79,0.407021
33.94,-118.41,-33.95,151.18,0.407169
29.98,-95.34,51.47,-0.46,0.407317
-12.02,-77.11,40.64,-73.78,0.407465
19.29,-81.36,25.79,-80.29,0.407613
32.9,-97.04,-23.44,-46.47,0.407761
21.32,-157.92,-33.95,151.18,0.407908
28.43,-81.31,53.35,-2.27,0.408056
29.98,-95.34,-37.01,174.79,0.408203
28.57,77.1,41.98,-87.9,0.408351
18.57,-68.36,40.64,-73.78,0.408498
25.79,-80.29,-2.16,-79.88,0.408646
35.76,140.39,42.21,-83.35,0.408793
40.69,-74.17,41.3,2.08,0.408941
40.08,116.58,42.21,-83.35,0.409088
20.52,-103.31,33.94,-118.41,0.409235
50.03,8.57,40.69,-74.17,0.409383
-33.95,151.18,37.62,-122.38,0.40953
21.04,-86.88,39.18,-76.67,0.409677
36.08,-115.15,51.47,-0.46,0.409824
24.43,54.65,41.98,-87.9,0.409971
33.64,-84.43,10.59,-85.54,0.410119
32.9,-97.04,22.31,113.92,0.410266
37.62,-122.38,31.14,121.81,0.410413
40.64,-73.78,-23.44,-46.47,0.41056
25.79,-80.29,12.19,-68.96,0.410707
22.31,113.92,33.94,-118.41,0.410854
22.31,113.92,40.69,-74.17,0.411001
25.79,-80.29,19.44,-99.07,0.411148
29.98,-95.34,17.54,-88.31,0.411295
25.25,55.36,42.36,-71.01,0.411441
33.43,-112.01,43.68,-79.63,0.411588
35.76,140.39,21.32,-157.92,0.411735
25.04,-77.47,40.69,-74.17,0.411881
22.31,113.92,33.94,-118.41,0.412028
40.69,-74.17,19.09,72.87,0.412175
25.79,-80.29,9.07,-79.38,0.412321
40.64,-73.78,45.63,8.73,0.412467
33.94,-118.41,-33.95,151.18,0.412614
40.69,-74.17,51.47,-0.46,0.41276
40.69,-74.17,51.47,-0.46,0.412906
40.64,-73.78,-33.39,-70.79,0.413052
-23.44,-46.47,40.64,-73.78,0.413199
40.64,-73.78,-23.44,-46.47,0.413345
-23.01,-47.13,26.07,-80.15,0.413491
-22.81,-43.25,25.79,-80.29,0.413637
33.94,-118.41,47.46,8.55,0.413783
41.98,-87.9,28.57,77.1,0.413929
28.57,77.1,37.62,-122.38,0.414075
19.29,-81.36,25.79,-80.29,0.414221
21.04,-86.88,38.94,-77.46,0.414367
4.7,-74.15,29.98,-95.34,0.414513
39.87,-75.24,41.8,12.24,0.414659
25.04,-77.47,40.64,-73.78,0.414804
32.01,34.89,40.64,-73.78,0.41495
51.47,-0.46,30.19,-97.67,0.415096
51.47,-0.46,39.86,-104.67,0.415241
19.44,-99.07,25.79,-80.29,0.415387
-12.02,-77.11,40.64,-73.78,0.415533
43.68,-79.63,36.08,-115.15,0.415678
40.64,-73.78,-23.44,-46.47,0.415824
25.79,-80.29,51.47,-0.46,0.415969
40.64,-73.78,13.07,-59.49,0.416115
37.62,-122.38,40.08,116.58,0.41626
38.94,-77.46,41.28,28.75,0.416406
40.64,-73.78,37.47,126.45,0.416551
38.94,-77.46,43.68,-79.63,0.416696
37.47,126.45,41.98,-87.9,0.416842
33.94,-118.41,51.11,-114.02,0.416987
43.68,-79.63,35.21,-80.94,0.417132
25.08,121.23,40.64,-73.78,0.417278
37.47,126.45,37.62,-122.38,0.417423
41.98,-87.9,23.15,-109.72,0.417568
49.19,-123.18,20.9,-156.43,0.417713
19.29,-81.36,35.21,-80.94,0.417858
32.9,-97.04,25.27,51.61,0.418003
43.68,-79.63,36.08,-115.15,0.418149
51.15,-0.19,26.07,-80.15,0.418294
40.64,-73.78,21.04,-86.88,0.418439
-34.82,-58.54,29.98,-95.34,0.418583
40.08,116.58,40.69,-74.17,0.418728
19.44,-99.07,37.62,-122.38,0.418873
28.57,77.1,41.98,-87.9,0.419018
33.64,-84.43,37.47,126.45,0.419163
37.62,-122.38,31.14,121.81,0.419308
33.94,-118.41,-27.38,153.12,0.419453
35.76,140.39,33.64,-84.43,0.419597
32.9,-97.04,25.25,55.36,0.419742
20.99,-101.48,29.98,-95.34,0.419887
29.98,-95.34,14.58,-90.53,0.420031
17.54,-88.31,29.98,-95.34,0.420176
19.44,-99.07,37.62,-122.38,0.420321
19.44,-99.07,40.69,-74.17,0.420465
25.79,-80.29,38.78,-9.14,0.42061
49.01,2.55,33.94,-118.41,0.420754
22.31,113.92,42.36,-71.01,0.420899
51.47,-0.46,36.08,-115.15,0.421043
30.19,-97.67,51.47,-0.46,0.421187
25.79,-80.29,48.11,16.57,0.421332
41.98,-87.9,48.11,16.57,0.421476
35.55,139.78,33.94,-118.41,0.421621
37.62,-122.38,22.31,113.92,0.421765
33.94,-118.41,-17.76,177.44,0.421909
45.47,-73.74,33.94,-118.41,0.422054
33.64,-84.43,35.76,140.39,0.422198
21.04,-86.88,40.64,-73.78,0.422342
42.21,-83.35,31.14,121.81,0.422486
41.98,-87.9,40.47,-3.56,0.42263
13.44,-89.06,37.62,-122.38,0.422774
31.14,121.81,42.21,-83.35,0.422918
40.69,-74.17,25.04,-77.47,0.423062
20.9,-156.43,49.19,-123.18,0.423206
40.69,-74.17,18.43,-69.67,0.42335
9.99,-84.21,26.07,-80.15,0.423493
20.9,-156.43,49.19,-123.18,0.423637
33.64,-84.43,10.59,-85.54,0.423781
-37.01,174.79,37.62,-122.38,0.423924
40.64,-73.78,17.94,-76.79,0.424068
34.43,135.24,21.32,-157.92,0.424211
51.11,-114.02,33.94,-118.41,0.424355
36.08,-115.15,45.47,-73.74,0.424498
31.14,121.81,41.98,-87.9,0.424642
40.08,116.58,41.98,-87.9,0.424785
51.47,-0.46,33.64,-84.43,0.424928
33.64,-84.43,-23.44,-46.47,0.425072
49.01,2.55,38.94,-77.46,0.425215
25.27,51.61,33.64,-84.43,0.425358
31.14,121.81,40.69,-74.17,0.425502
37.62,-122.38,19.44,-99.07,0.425645
-23.44,-46.47,28.43,-81.31,0.425788
-23.44,-46.47,40.64,-73.78,0.425931
35.55,139.78,33.94,-118.41,0.426074
49.19,-123.18,20.9,-156.43,0.426217
25.79,-80.29,-22.81,-43.25,0.426361
47.45,-122.31,51.47,-0.46,0.426504
20.52,-103.31,32.9,-97.04,0.426647
47.45,-122.31,49.19,-123.18,0.42679
9.99,-84.21,28.43,-81.31,0.426932
28.57,77.1,40.64,-73.78,0.427075
4.7,-74.15,29.98,-95.34,0.427218
22.99,-82.41,26.07,-80.15,0.427361
51.47,-0.46,25.79,-80.29,0.427504
19.09,72.87,40.69,-74.17,0.427647
25.79,-80.29,50.03,8.57,0.427789
33.64,-84.43,-26.14,28.25,0.427932
38.94,-77.46,9.07,-79.38,0.428074
18.57,-68.36,40.64,-73.78,0.428217
29.98,-95.34,25.25,55.36,0.42836
35.76,140.39,40.69,-74.17,0.428502
25.79,-80.29,45.47,-73.74,0.428645
25.79,-80.29,40.47,-3.56,0.428787
51.15,-0.19,26.07,-80.15,0.428929
29.98,-95.34,43.68,-79.63,0.429072
41.28,28.75,33.94,-118.41,0.429214
50.03,8.57,37.62,-122.38,0.429357
33.94,-118.41,19.44,-99.07,0.429499
49.01,2.55,42.36,-71.01,0.429641
28.57,77.1,40.69,-74.17,0.429783
-33.95,151.18,32.9,-97.04,0.429926
37.62,-122.38,9.07,-79.38,0.430068
41.98,-87.9,19.44,-99.07,0.43021
-23.44,-46.47,40.69,-74.17,0.430352
42.21,-83.35,31.14,121.81,0.430495
42.21,-83.35,49.01,2.55,0.430637
36.08,-115.15,43.68,-79.63,0.430779
33.64,-84.43,37.47,126.45,0.430921
23.15,-109.72,47.45,-122.31,0.431063
37.47,126.45,37.62,-122.38,0.431205
33.64,-84.43,35.76,140.39,0.431347
41.98,-87.9,51.47,-0.46,0.431489
37.62,-122.38,53.42,-6.27,0.431631
37.62,-122.38,47.46,8.55,0.431773
51.15,-0.19,33.94,-118.41,0.431915
10.6,-61.34,25.79,-80.29,0.432057
48.72,2.38,40.64,-73.78,0.432199
25.79,-80.29,41.28,28.75,0.43234
40.64,-73.78,47.46,8.55,0.432482
49.19,-123.18,20.9,-156.43,0.432624
32.9,-97.04,22.31,113.92,0.432765
20.68,-105.25,29.98,-95.34,0.432907
33.94,-118.41,48.35,11.79,0.433049
53.35,-2.27,28.43,-81.31,0.43319
37.62,-122.38,50.03,8.57,0.433332
44.88,-93.22,35.55,139.78,0.433473
40.64,-73.78,37.47,126.45,0.433614
37.62,-122.38,19.44,-99.07,0.433755
-23.44,-46.47,33.64,-84.43,0.433897
40.64,-73.78,41.3,2.08,0.434038
26.07,-80.15,18.5,-77.91,0.434179
37.62,-122.38,-37.01,174.79,0.43432
37.62,-122.38,19.44,-99.07,0.434461
33.64,-84.43,-23.44,-46.47,0.434601
37.47,126.45,38.94,-77.46,0.434742
32.9,-97.04,-33.39,-70.79,0.434883
42.36,-71.01,25.04,-77.47,0.435024
49.01,2.55,44.88,-93.22,0.435164
33.94,-118.41,-33.95,151.18,0.435305
40.47,-3.56,41.98,-87.9,0.435446
35.55,139.78,44.88,-93.22,0.435586
41.98,-87.9,50.03,8.57,0.435726
48.35,11.79,41.98,-87.9,0.435867
40.64,-73.78,24.43,54.65,0.436007
25.79,-80.29,38.78,-9.14,0.436148
32.9,-97.04,-33.95,151.18,0.436288
23.15,-109.72,29.98,-95.34,0.436428
40.69,-74.17,48.35,11.79,0.436568
33.94,-118.41,51.47,-0.46,0.436709
36.08,-115.15,43.68,-79.63,0.436849
33.37,-7.59,40.64,-73.78,0.436989
37.47,126.45,32.9,-97.04,0.437129
51.47,-0.46,40.69,-74.17,0.437269
22.31,113.92,42.36,-71.01,0.437409
49.19,-123.18,39.86,-104.67,0.437549
25.79,-80.29,25.27,51.61,0.437689
37.62,-122.38,37.47,126.45,0.437829
52.31,4.76,37.62,-122.38,0.437969
22.99,-82.41,25.79,-80.29,0.438109
45.63,8.73,40.64,-73.78,0.438249
22.31,113.92,41.98,-87.9,0.438389
18.5,-77.91,40.64,-73.78,0.438529
20.62,-100.19,29.98,-95.34,0.438668
41.98,-87.9,9.07,-79.38,0.438808
19.09,72.87,40.69,-74.17,0.438948
23.15,-109.72,41.98,-87.9,0.439087
26.07,-80.15,51.15,-0.19,0.439227
13.73,-60.95,25.79,-80.29,0.439366
40.64,-73.78,10.6,-61.34,0.439506
35.76,140.39,37.62,-122.38,0.439645
20.52,-103.31,29.98,-95.34,0.439785
37.62,-122.38,48.35,11.79,0.439924
37.62,-122.38,22.31,113.92,0.440064
-27.38,153.12,33.94,-118.41,0.440203
25.78,-100.11,32.9,-97.04,0.440342
32.9,-97.04,37.47,126.45,0.440482
18.57,-68.36,40.64,-73.78,0.440621
41.98,-87.9,25.27,51.61,0.44076
-33.95,151.18,33.94,-118.41,0.440899
52.31,4.76,42.36,-71.01,0.441039
28.57,77.1,41.98,-87.9,0.441178
49.01,2.55,37.62,-122.38,0.441317
53.31,-113.58,33.43,-112.01,0.441456
-33.39,-70.79,25.79,-80.29,0.441595
31.14,121.81,33.94,-118.41,0.441734
29.98,-95.34,23.15,-109.72,0.441873
25.79,-80.29,41.3,2.08,0.442012
40.64,-73.78,32.01,34.89,0.442151
9.07,-79.38,18.44,-66.0,0.44229
35.21,-80.94,43.68,-79.63,0.442429
31.14,121.81,37.62,-122.38,0.442568
32.9,-97.04,49.19,-123.18,0.442707
33.94,-118.41,45.47,-73.74,0.442846
33.64,-84.43,43.68,-79.63,0.442985
51.47,-0.46,33.43,-112.01,0.443124
40.64,-73.78,-23.44,-46.47,0.443263
-33.95,151.18,33.94,-118.41,0.443402
-0.13,-78.36,25.79,-80.29,0.44354
-34.82,-58.54,32.9,-97.04,0.443679
-37.01,174.79,37.62,-122.38,0.443818
25.25,55.36,32.9,-97.04,0.443956
32.9,-97.04,40.47,-3.56,0.444094
9.07,-79.38,41.98,-87.9,0.444233
22.31,113.92,41.98,-87.9,0.444371
29.98,-95.34,17.54,-88.31,0.444509
-23.44,-46.47,40.64,-73.78,0.444648
51.47,-0.46,33.94,-118.41,0.444786
41.98,-87.9,50.03,8.57,0.444924
49.19,-123.18,32.9,-97.04,0.445062
51.15,-0.19,28.43,-81.31,0.4452
48.35,11.79,33.94,-118.41,0.445338
42.36,-71.01,22.31,113.92,0.445476
25.79,-80.29,-33.39,-70.79,0.445614
51.11,-114.02,33.94,-118.41,0.445752
47.46,8.55,33.94,-118.41,0.44589
33.43,-112.01,51.47,-0.46,0.446028
25.79,-80.29,40.47,-3.56,0.446166
40.64,-73.78,10.6,-61.34,0.446304
9.07,-79.38,37.62,-122.38,0.446441
49.19,-123.18,44.88,-93.22,0.446579
25.27,51.61,41.98,-87.9,0.446717
40.64,-73.78,52.31,4.76,0.446854
29.98,-95.34,-34.82,-58.54,0.446992
25.79,-80.29,22.99,-82.41,0.447129
40.69,-74.17,-23.44,-46.47,0.447267
40.64,-73.78,28.57,77.1,0.447404
13.44,-89.06,33.94,-118.41,0.447541
22.31,113.92,40.69,-74.17,0.447678
28.43,-81.31,9.99,-84.21,0.447816
35.76,140.39,21.32,-157.92,0.447953
47.46,8.55,37.62,-122.38,0.44809
37.62,-122.38,50.03,8.57,0.448227
28.43,-81.31,45.47,-73.74,0.448364
36.08,-115.15,45.47,-73.74,0.448501
18.43,-69.67,42.36,-71.01,0.448638
-37.01,174.79,29.98,-95.34,0.448775
25.27,51.61,29.98,-95.34,0.448912
41.98,-87.9,9.07,-79.38,0.449049
20.68,-105.25,41.98,-87.9,0.449186
40.69,-74.17,22.31,113.92,0.449323
25.04,-77.47,26.07,-80.15,0.449459
17.94,-76.79,26.07,-80.15,0.449596
22.31,113.92,41.98,-87.9,0.449733
40.64,-73.78,13.44,-89.06,0.44987
21.04,-86.88,39.18,-76.67,0.450006
19.29,-81.36,33.64,-84.43,0.450143
29.98,-95.34,51.47,-0.46,0.450279
-37.01,174.79,33.94,-118.41,0.450416
33.94,-118.41,20.52,-103.31,0.450552
41.3,2.08,40.69,-74.17,0.450689
28.43,-81.31,-23.01,-47.13,0.450825
28.43,-81.31,51.15,-0.19,0.450962
41.98,-87.9,25.25,55.36,0.451098
42.36,-71.01,53.42,-6.27,0.451234
33.43,-112.01,53.31,-113.58,0.451371
44.88,-93.22,21.04,-86.88,0.451507
18.43,-69.67,40.69,-74.17,0.451643
49.19,-123.18,20.9,-156.43,0.451779
6.16,-75.42,25.79,-80.29,0.451915
51.47,-0.46,33.94,-118.41,0.452051
52.31,4.76,38.94,-77.46,0.452187
38.94,-77.46,50.9,4.48,0.452323
-23.44,-46.47,32.9,-97.04,0.452459
33.94,-118.41,-27.38,153.12,0.452595
49.19,-123.18,40.69,-74.17,0.45273
39.87,-75.24,21.04,-86.88,0.452866
21.32,-157.92,35.76,140.39,0.453002
33.94,-118.41,35.76,140.39,0.453138
25.04,-77.47,42.36,-71.01,0.453273
52.31,4.76,29.98,-95.34,0.453409
39.87,-75.24,18.57,-68.36,0.453545
39.18,-76.67,18.5,-77.91,0.45368
18.5,-77.91,39.18,-76.67,0.453816
47.45,-122.31,23.15,-109.72,0.453951
33.64,-84.43,19.29,-81.36,0.454087
52.31,4.76,33.94,-118.41,0.454222
50.03,8.57,39.86,-104.67,0.454358
25.27,51.61,39.87,-75.24,0.454493
6.16,-75.42,25.79,-80.29,0.454629
21.77,-72.27,35.21,-80.94,0.454764
25.27,51.61,39.87,-75.24,0.4549
52.31,4.76,29.98,-95.34,0.455035
37.47,126.45,41.98,-87.9,0.455171
31.14,121.81,33.94,-118.41,0.455306
41.98,-87.9,24.43,54.65,0.455441
22.99,-82.41,26.07,-80.15,0.455577
-34.82,-58.54,40.64,-73.78,0.455712
31.14,121.81,33.64,-84.43,0.455847
35.55,139.78,33.94,-118.41,0.455982
25.27,51.61,29.98,-95.34,0.456118
37.47,126.45,37.62,-122.38,0.456253
42.21,-83.35,37.47,126.45,0.456388
21.32,-157.92,35.76,140.39,0.456523
33.43,-112.01,20.68,-105.25,0.456658
-22.81,-43.25,25.79,-80.29,0.456793
40.69,-74.17,19.09,72.87,0.456928
41.3,2.08,40.64,-73.78,0.457063
32.9,-97.04,-23.44,-46.47,0.457198
